index,DateTime,Open,Close,High,Low,Volume,Previous_Close,Timestamp,Volume_weighted_avg_price,Number_of_transactions
0,2017-04-05 09:30:00-04:00,144.22,144.53,144.7,144.22,807490,144.76,1491399000000,144.597,1834
1,2017-04-05 09:31:00-04:00,144.53,144.5697,144.7,144.45,381172,144.76,1491399060000,144.5824,2290
2,2017-04-05 09:32:00-04:00,144.56,144.73,144.8,144.53,260520,144.76,1491399120000,144.6613,1761
3,2017-04-05 09:33:00-04:00,144.7306,144.5412,144.7306,144.52,199363,144.76,1491399180000,144.6373,1163
4,2017-04-05 09:34:00-04:00,144.54,144.355,144.58,144.34,156295,144.76,1491399240000,144.4656,924
5,2017-04-05 09:35:00-04:00,144.3592,144.5247,144.57,144.355,160104,144.76,1491399300000,144.4759,940
6,2017-04-05 09:36:00-04:00,144.52,144.52,144.56,144.46,100287,144.76,1491399360000,144.5125,742
7,2017-04-05 09:37:00-04:00,144.53,144.64,144.67,144.51,112785,144.76,1491399420000,144.6121,742
8,2017-04-05 09:38:00-04:00,144.63,144.63,144.7,144.62,87592,144.76,1491399480000,144.6487,591
9,2017-04-05 09:39:00-04:00,144.63,144.55,144.64,144.54,78420,144.76,1491399540000,144.5728,543
10,2017-04-05 09:40:00-04:00,144.55,144.62,144.62,144.52,91758,144.76,1491399600000,144.5622,628
11,2017-04-05 09:41:00-04:00,144.631,144.73,144.76,144.59,199611,144.76,1491399660000,144.6907,881
12,2017-04-05 09:42:00-04:00,144.72,144.869,144.88,144.69,144196,144.76,1491399720000,144.7901,818
13,2017-04-05 09:43:00-04:00,144.8656,144.95,144.96,144.84,141801,144.76,1491399780000,144.8882,780
14,2017-04-05 09:44:00-04:00,144.95,144.9,144.965,144.88,132332,144.76,1491399840000,144.9219,737
15,2017-04-05 09:45:00-04:00,144.9,144.95,144.96,144.85,99709,144.76,1491399900000,144.9057,632
16,2017-04-05 09:46:00-04:00,144.95,144.95,145,144.94,158386,144.76,1491399960000,144.9801,982
17,2017-04-05 09:47:00-04:00,144.95,145.03,145.05,144.94,444423,144.76,1491400020000,144.9985,2364
18,2017-04-05 09:48:00-04:00,145.025,145.05,145.08,145,147326,144.76,1491400080000,145.0393,792
19,2017-04-05 09:49:00-04:00,145.04,145.12,145.19,145.03,177649,144.76,1491400140000,145.1251,984
20,2017-04-05 09:50:00-04:00,145.1186,144.99,145.15,144.93,218014,144.76,1491400200000,145.0082,1069
21,2017-04-05 09:51:00-04:00,144.99,144.92,145,144.87,119741,144.76,1491400260000,144.9424,681
22,2017-04-05 09:52:00-04:00,144.915,145,145,144.89,66578,144.76,1491400320000,144.9508,380
23,2017-04-05 09:53:00-04:00,144.996,144.92,145.03,144.87,255290,144.76,1491400380000,144.9547,628
24,2017-04-05 09:54:00-04:00,144.91,144.85,144.94,144.79,120755,144.76,1491400440000,144.868,624
25,2017-04-05 09:55:00-04:00,144.85,144.7116,144.85,144.69,111767,144.76,1491400500000,144.7647,649
26,2017-04-05 09:56:00-04:00,144.72,144.8,144.8588,144.71,76041,144.76,1491400560000,144.7859,556
27,2017-04-05 09:57:00-04:00,144.8084,144.8,144.86,144.7642,65850,144.76,1491400620000,144.8177,504
28,2017-04-05 09:58:00-04:00,144.79,144.7,144.81,144.7,53915,144.76,1491400680000,144.7623,346
29,2017-04-05 09:59:00-04:00,144.705,144.7725,144.8,144.65,94543,144.76,1491400740000,144.7122,628
30,2017-04-05 10:00:00-04:00,144.77,144.61,144.7725,144.6,133000,144.76,1491400800000,144.663,812
31,2017-04-05 10:01:00-04:00,144.62,144.6,144.6511,144.54,127368,144.76,1491400860000,144.6027,798
32,2017-04-05 10:02:00-04:00,144.6,144.65,144.67,144.56,167349,144.76,1491400920000,144.6261,1228
33,2017-04-05 10:03:00-04:00,144.66,144.67,144.78,144.63,142216,144.76,1491400980000,144.6868,870
34,2017-04-05 10:04:00-04:00,144.67,144.6935,144.75,144.63,120120,144.76,1491401040000,144.6886,972
35,2017-04-05 10:05:00-04:00,144.7,144.81,144.81,144.7,70825,144.76,1491401100000,144.7615,435
36,2017-04-05 10:06:00-04:00,144.81,144.78,144.84,144.73,80722,144.76,1491401160000,144.769,522
37,2017-04-05 10:07:00-04:00,144.78,144.71,144.78,144.7002,33644,144.76,1491401220000,144.7363,284
