index,DateTime,Open,Close,High,Low,Volume,Previous_Close
0,2020-03-05 09:30:00-05:00,144.74,144.61,144.81,144.56,4440,149.9
1,2020-03-05 09:30:05-05:00,144.7,144.82,144.9,144.68,366,149.9
2,2020-03-05 09:30:10-05:00,144.79,144.95,145.0,144.7,497,149.9
3,2020-03-05 09:30:15-05:00,144.95,145.18,145.3,144.95,477,149.9
4,2020-03-05 09:30:20-05:00,145.16,145.3,145.34,145.01,371,149.9
5,2020-03-05 09:30:25-05:00,145.3,145.5,145.5,145.14,211,149.9
6,2020-03-05 09:30:30-05:00,145.43,145.85,145.95,145.43,841,149.9
7,2020-03-05 09:30:35-05:00,145.86,145.68,145.99,145.24,373,149.9
8,2020-03-05 09:30:40-05:00,145.68,145.46,145.71,145.31,276,149.9
9,2020-03-05 09:30:45-05:00,145.46,145.68,145.71,145.42,428,149.9
10,2020-03-05 09:30:50-05:00,145.6,145.81,145.87,145.6,188,149.9
11,2020-03-05 09:30:55-05:00,145.82,145.5,145.89,145.47,193,149.9
12,2020-03-05 09:31:00-05:00,145.52,145.48,145.59,145.41,156,149.9
13,2020-03-05 09:31:05-05:00,145.41,145.18,145.42,145.07,171,149.9
14,2020-03-05 09:31:10-05:00,145.1,145.05,145.17,145.01,120,149.9
15,2020-03-05 09:31:15-05:00,145.04,145.26,145.3,145.04,210,149.9
16,2020-03-05 09:31:20-05:00,145.2,144.86,145.34,144.8,279,149.9
17,2020-03-05 09:31:25-05:00,144.9,144.4,144.9,144.4,250,149.9
18,2020-03-05 09:31:30-05:00,144.49,144.6,144.67,144.4,271,149.9
19,2020-03-05 09:31:35-05:00,144.56,144.95,144.95,144.56,137,149.9
20,2020-03-05 09:31:40-05:00,144.92,145.26,145.33,144.91,201,149.9
21,2020-03-05 09:31:45-05:00,145.31,145.3,145.34,145.16,128,149.9
22,2020-03-05 09:31:50-05:00,145.3,145.26,145.4,145.23,160,149.9
23,2020-03-05 09:31:55-05:00,145.39,145.31,145.49,145.22,319,149.9
24,2020-03-05 09:32:00-05:00,145.44,145.22,145.5,145.22,383,149.9
25,2020-03-05 09:32:05-05:00,145.48,145.4,145.51,145.22,168,149.9
26,2020-03-05 09:32:10-05:00,145.31,145.1,145.31,145.1,80,149.9
27,2020-03-05 09:32:15-05:00,145.27,145.07,145.37,144.92,315,149.9
28,2020-03-05 09:32:20-05:00,145.17,145.14,145.17,144.8,220,149.9
29,2020-03-05 09:32:25-05:00,145.0,145.26,145.29,144.88,143,149.9
30,2020-03-05 09:32:30-05:00,145.22,145.25,145.34,145.1,155,149.9
31,2020-03-05 09:32:35-05:00,145.25,144.9,145.25,144.8,129,149.9
32,2020-03-05 09:32:40-05:00,144.97,144.88,144.99,144.88,35,149.9
33,2020-03-05 09:32:45-05:00,145.08,144.87,145.08,144.6,110,149.9
34,2020-03-05 09:32:50-05:00,144.61,144.59,144.86,144.48,212,149.9
35,2020-03-05 09:32:55-05:00,144.66,144.72,144.75,144.6,89,149.9
36,2020-03-05 09:33:00-05:00,144.62,144.79,144.95,144.62,211,149.9
37,2020-03-05 09:33:05-05:00,144.73,144.93,145.0,144.69,134,149.9
38,2020-03-05 09:33:10-05:00,144.81,145.0,145.09,144.81,167,149.9
39,2020-03-05 09:33:15-05:00,145.01,144.98,145.04,144.82,96,149.9
40,2020-03-05 09:33:20-05:00,144.85,144.66,144.89,144.42,238,149.9
41,2020-03-05 09:33:25-05:00,144.79,144.55,144.79,144.55,45,149.9
42,2020-03-05 09:33:30-05:00,144.71,144.53,144.71,144.4,265,149.9
43,2020-03-05 09:33:35-05:00,144.43,144.3,144.45,144.2,165,149.9
44,2020-03-05 09:33:40-05:00,144.31,143.97,144.37,143.81,835,149.9
45,2020-03-05 09:33:45-05:00,143.85,143.72,143.96,143.7,367,149.9
46,2020-03-05 09:33:50-05:00,143.7,143.72,143.86,143.61,257,149.9
47,2020-03-05 09:33:55-05:00,143.61,144.13,144.13,143.61,396,149.9
48,2020-03-05 09:34:00-05:00,143.88,144.04,144.16,143.88,175,149.9
49,2020-03-05 09:34:05-05:00,144.09,144.5,144.55,144.08,262,149.9
50,2020-03-05 09:34:10-05:00,144.4,144.25,144.4,144.0,248,149.9
51,2020-03-05 09:34:15-05:00,144.26,144.35,144.4,144.16,224,149.9
52,2020-03-05 09:34:20-05:00,144.37,144.22,144.43,144.2,128,149.9
53,2020-03-05 09:34:25-05:00,144.28,144.39,144.43,144.2,178,149.9
54,2020-03-05 09:34:30-05:00,144.36,144.6,144.77,144.32,309,149.9
55,2020-03-05 09:34:35-05:00,144.7,144.5,144.79,144.5,105,149.9
56,2020-03-05 09:34:40-05:00,144.69,144.65,144.8,144.5,290,149.9
57,2020-03-05 09:34:45-05:00,144.65,144.8,144.94,144.55,176,149.9
58,2020-03-05 09:34:50-05:00,144.84,145.49,145.49,144.77,709,149.9
59,2020-03-05 09:34:55-05:00,145.57,145.42,145.6,145.25,315,149.9
60,2020-03-05 09:35:00-05:00,145.09,145.14,145.59,145.09,194,149.9
61,2020-03-05 09:35:05-05:00,145.51,145.28,145.52,145.28,199,149.9
