index,DateTime,Open,Close,High,Low,Volume,Previous_Close
0,2019-12-26 09:30:00-05:00,85.58,85.63,85.7,85.55,5653,85.04
1,2019-12-26 09:30:05-05:00,85.69,85.56,85.7,85.56,114,85.04
2,2019-12-26 09:30:10-05:00,85.6,85.73,85.77,85.6,618,85.04
3,2019-12-26 09:30:15-05:00,85.71,85.69,85.73,85.66,105,85.04
4,2019-12-26 09:30:20-05:00,85.7,85.77,85.8,85.67,648,85.04
5,2019-12-26 09:30:25-05:00,85.78,85.76,85.78,85.67,494,85.04
6,2019-12-26 09:30:30-05:00,85.73,85.8,85.8,85.67,164,85.04
7,2019-12-26 09:30:35-05:00,85.8,85.83,85.92,85.78,500,85.04
8,2019-12-26 09:30:40-05:00,85.9,85.93,85.98,85.85,1131,85.04
9,2019-12-26 09:30:45-05:00,85.94,85.93,85.94,85.82,648,85.04
10,2019-12-26 09:30:50-05:00,85.87,85.93,86.0,85.83,600,85.04
11,2019-12-26 09:30:55-05:00,85.94,85.97,85.99,85.84,575,85.04
12,2019-12-26 09:31:00-05:00,85.93,85.83,85.96,85.82,514,85.04
13,2019-12-26 09:31:05-05:00,85.87,85.86,85.9,85.78,261,85.04
14,2019-12-26 09:31:10-05:00,85.84,85.91,85.91,85.8,123,85.04
15,2019-12-26 09:31:15-05:00,85.83,85.78,85.86,85.78,175,85.04
16,2019-12-26 09:31:20-05:00,85.78,85.73,85.85,85.73,462,85.04
17,2019-12-26 09:31:25-05:00,85.78,85.62,85.78,85.58,452,85.04
18,2019-12-26 09:31:30-05:00,85.59,85.66,85.72,85.5,559,85.04
19,2019-12-26 09:31:35-05:00,85.64,85.54,85.67,85.5,110,85.04
20,2019-12-26 09:31:40-05:00,85.6,85.56,85.64,85.52,316,85.04
21,2019-12-26 09:31:45-05:00,85.5,85.51,85.63,85.5,195,85.04
22,2019-12-26 09:31:50-05:00,85.52,85.43,85.58,85.42,550,85.04
23,2019-12-26 09:31:55-05:00,85.45,85.33,85.48,85.3,974,85.04
24,2019-12-26 09:32:00-05:00,85.35,85.43,85.56,85.35,390,85.04
25,2019-12-26 09:32:05-05:00,85.44,85.35,85.44,85.31,262,85.04
26,2019-12-26 09:32:10-05:00,85.35,85.33,85.42,85.31,269,85.04
27,2019-12-26 09:32:15-05:00,85.43,85.46,85.48,85.36,282,85.04
28,2019-12-26 09:32:20-05:00,85.45,85.44,85.5,85.4,315,85.04
29,2019-12-26 09:32:25-05:00,85.41,85.48,85.53,85.36,278,85.04
30,2019-12-26 09:32:30-05:00,85.5,85.44,85.5,85.36,82,85.04
31,2019-12-26 09:32:35-05:00,85.47,85.51,85.51,85.42,98,85.04
32,2019-12-26 09:32:40-05:00,85.48,85.5,85.53,85.47,100,85.04
33,2019-12-26 09:32:45-05:00,85.42,85.49,85.53,85.42,180,85.04
34,2019-12-26 09:32:50-05:00,85.49,85.53,85.53,85.46,77,85.04
