index,DateTime,Open,Close,High,Low,Volume,Previous_Close,Timestamp,Volume_weighted_avg_price,Number_of_transactions
0,2018-03-12 09:30:00-04:00,328.61,328.413,328.98,327.69,76767,327.22,1520861400000,328.6001,558
1,2018-03-12 09:31:00-04:00,328.5,328.2003,328.66,327.985,13267,327.22,1520861460000,328.3143,144
2,2018-03-12 09:32:00-04:00,328.3199,327.69,328.3199,327.5,15024,327.22,1520861520000,327.7469,208
3,2018-03-12 09:33:00-04:00,327.6,327.1709,327.9099,327.04,25645,327.22,1520861580000,327.3935,324
4,2018-03-12 09:34:00-04:00,327.13,326.7,327.23,326.5,35275,327.22,1520861640000,326.8326,384
5,2018-03-12 09:35:00-04:00,326.727,327.2,327.3599,326.727,28428,327.22,1520861700000,327.0643,225
6,2018-03-12 09:36:00-04:00,327.01,327.86,327.9,326.9152,21498,327.22,1520861760000,327.1578,237
7,2018-03-12 09:37:00-04:00,327.9,327.9416,328.25,327.8,25026,327.22,1520861820000,328.0499,269
8,2018-03-12 09:38:00-04:00,327.9,328.73,328.75,327.808,22346,327.22,1520861880000,328.3642,288
9,2018-03-12 09:39:00-04:00,328.595,330.91,330.99,328.49,75042,327.22,1520861940000,329.6755,750
10,2018-03-12 09:40:00-04:00,330.81,331.83,332.2,330.74,53491,327.22,1520862000000,331.5191,594
11,2018-03-12 09:41:00-04:00,331.8635,333,333.25,331.3805,70576,327.22,1520862060000,332.442,709
12,2018-03-12 09:42:00-04:00,333.0481,332.5553,333.83,332.3401,61159,327.22,1520862120000,333.2224,690
13,2018-03-12 09:43:00-04:00,332.7,333.9199,333.9199,332.34,45602,327.22,1520862180000,333.2114,444
14,2018-03-12 09:44:00-04:00,333.7702,334.22,334.34,333.51,53200,327.22,1520862240000,333.9165,521
15,2018-03-12 09:45:00-04:00,334.174,333.505,334.72,333.33,60662,327.22,1520862300000,334.1362,582
16,2018-03-12 09:46:00-04:00,333.5147,333.66,334.2,333.3263,44043,327.22,1520862360000,333.7753,444
17,2018-03-12 09:47:00-04:00,333.78,333.67,334.13,333.3564,41932,327.22,1520862420000,333.6561,438
18,2018-03-12 09:48:00-04:00,333.68,333.8,333.91,333.52,15876,327.22,1520862480000,333.7151,190
19,2018-03-12 09:49:00-04:00,333.9,333.73,334.02,333.6,18058,327.22,1520862540000,333.8615,235
20,2018-03-12 09:50:00-04:00,333.79,334.329,334.55,333.67,58600,327.22,1520862600000,334.2162,544
21,2018-03-12 09:51:00-04:00,334.11,334.83,335.6858,334.09,94063,327.22,1520862660000,334.925,962
22,2018-03-12 09:52:00-04:00,335,335.562,335.6,334.6335,18889,327.22,1520862720000,335.0914,301
23,2018-03-12 09:53:00-04:00,335.63,335.5,335.68,334.56,36962,327.22,1520862780000,335.1941,468
24,2018-03-12 09:54:00-04:00,335.51,335.1255,335.66,334.84,33070,327.22,1520862840000,335.2697,346
25,2018-03-12 09:55:00-04:00,335.202,335.94,336.1999,335.094,45011,327.22,1520862900000,335.7703,492
26,2018-03-12 09:56:00-04:00,335.765,335.82,335.94,335.3,30394,327.22,1520862960000,335.6351,330
27,2018-03-12 09:57:00-04:00,335.82,335.8668,336.26,335.6,38556,327.22,1520863020000,335.9447,428
28,2018-03-12 09:58:00-04:00,335.85,335.8,335.91,335.55,33676,327.22,1520863080000,335.7057,333
29,2018-03-12 09:59:00-04:00,335.92,335.7,335.95,335.4001,14264,327.22,1520863140000,335.6437,198
30,2018-03-12 10:00:00-04:00,335.625,336.5,336.5,335.625,39258,327.22,1520863200000,336.0575,373
31,2018-03-12 10:01:00-04:00,336.5,337.05,337.15,336.3501,67951,327.22,1520863260000,336.7684,597
32,2018-03-12 10:02:00-04:00,337.015,336.96,337.015,336.24,28814,327.22,1520863320000,336.6166,346
33,2018-03-12 10:03:00-04:00,336.79,336.69,336.8742,336.53,21649,327.22,1520863380000,336.6825,222
34,2018-03-12 10:04:00-04:00,336.789,337.01,337.24,336.6061,36717,327.22,1520863440000,336.9503,383
35,2018-03-12 10:05:00-04:00,337.01,337.07,337.42,337,43889,327.22,1520863500000,337.1811,457
36,2018-03-12 10:06:00-04:00,336.99,336.732,337.3984,336.69,26156,327.22,1520863560000,337.0763,270
