index,DateTime,Open,Close,High,Low,Volume,Previous_Close,Timestamp,Volume_weighted_avg_price,Number_of_transactions
0,2016-12-29 09:30:00-05:00,218.56,218.365,219,218.11,61856,219.73,1483021800000,218.5561,221
1,2016-12-29 09:31:00-05:00,218.4799,218.732,218.98,218.35,17131,219.73,1483021860000,218.6398,98
2,2016-12-29 09:32:00-05:00,218.63,219.044,219.044,218.56,21624,219.73,1483021920000,218.8375,117
3,2016-12-29 09:33:00-05:00,219.17,218.85,219.2,218.73,17140,219.73,1483021980000,218.9601,109
4,2016-12-29 09:34:00-05:00,218.93,219,219.1,218.75,9322,219.73,1483022040000,218.9629,95
5,2016-12-29 09:35:00-05:00,218.965,219.11,219.1864,218.9492,6018,219.73,1483022100000,219.0638,52
6,2016-12-29 09:36:00-05:00,219.1068,218.545,219.11,218.51,15305,219.73,1483022160000,218.7348,123
7,2016-12-29 09:37:00-05:00,218.55,218.0558,218.55,218,28975,219.73,1483022220000,218.1585,246
8,2016-12-29 09:38:00-05:00,218.001,218.08,218.1789,218,21668,219.73,1483022280000,218.0523,164
9,2016-12-29 09:39:00-05:00,218.06,217.7721,218.08,217.55,50305,219.73,1483022340000,217.8247,367
10,2016-12-29 09:40:00-05:00,217.81,217.8985,218,217.67,37757,219.73,1483022400000,217.8077,264
11,2016-12-29 09:41:00-05:00,217.8133,217.8,218.169,217.778,20337,219.73,1483022460000,217.9767,93
12,2016-12-29 09:42:00-05:00,217.8,216.52,217.842,216.28,72573,219.73,1483022520000,217.1791,591
13,2016-12-29 09:43:00-05:00,216.455,216.69,217.31,216.4369,31405,219.73,1483022580000,216.9416,255
14,2016-12-29 09:44:00-05:00,216.7,216.24,216.7,216.21,33080,219.73,1483022640000,216.3656,291
15,2016-12-29 09:45:00-05:00,216.285,216.5984,216.785,216.285,20887,219.73,1483022700000,216.6156,147
16,2016-12-29 09:46:00-05:00,216.68,215.81,216.695,215.8,28004,219.73,1483022760000,216.2617,278
17,2016-12-29 09:47:00-05:00,215.86,215.68,215.86,215.15,42898,219.73,1483022820000,215.4749,413
18,2016-12-29 09:48:00-05:00,215.43,215.47,215.91,215.323,26211,219.73,1483022880000,215.6272,201
19,2016-12-29 09:49:00-05:00,215.45,214.96,215.685,214.5401,85568,219.73,1483022940000,215.0717,663
20,2016-12-29 09:50:00-05:00,214.96,215.2924,215.38,214.89,46634,219.73,1483023000000,215.0598,199
21,2016-12-29 09:51:00-05:00,215.24,215.6,215.6,215,20673,219.73,1483023060000,215.3066,194
22,2016-12-29 09:52:00-05:00,215.58,215.8693,215.993,215.5799,28255,219.73,1483023120000,215.7717,204
23,2016-12-29 09:53:00-05:00,215.92,216.331,216.331,215.74,14439,219.73,1483023180000,215.9317,166
24,2016-12-29 09:54:00-05:00,216.23,216.146,216.27,215.925,14350,219.73,1483023240000,216.095,151
25,2016-12-29 09:55:00-05:00,216.18,216.2295,216.39,216.1,25761,219.73,1483023300000,216.285,146
26,2016-12-29 09:56:00-05:00,216.24,216.17,216.24,215.94,15098,219.73,1483023360000,216.0974,133
27,2016-12-29 09:57:00-05:00,216.15,215.8318,216.31,215.7405,24908,219.73,1483023420000,215.9586,127
28,2016-12-29 09:58:00-05:00,215.89,215.74,215.98,215.66,12959,219.73,1483023480000,215.8536,146
29,2016-12-29 09:59:00-05:00,215.83,215.53,215.87,215.38,22544,219.73,1483023540000,215.6186,169
30,2016-12-29 10:00:00-05:00,215.6499,215.55,215.76,215.5,16956,219.73,1483023600000,215.5932,133
31,2016-12-29 10:01:00-05:00,215.52,215.3465,215.65,215.3,8249,219.73,1483023660000,215.4627,125
32,2016-12-29 10:02:00-05:00,215.35,215.117,215.35,215.1,21817,219.73,1483023720000,215.1896,134
33,2016-12-29 10:03:00-05:00,215.101,215.24,215.48,215.05,11911,219.73,1483023780000,215.288,114
34,2016-12-29 10:04:00-05:00,215.24,215.2,215.44,215.2,12293,219.73,1483023840000,215.3115,109
35,2016-12-29 10:05:00-05:00,215.1167,214.7,215.1898,214.7,19605,219.73,1483023900000,214.8495,203
36,2016-12-29 10:06:00-05:00,214.67,214.8575,214.9,214.61,15973,219.73,1483023960000,214.7724,135
37,2016-12-29 10:07:00-05:00,214.91,214.8312,215,214.75,28748,219.73,1483024020000,214.8506,127
38,2016-12-29 10:08:00-05:00,214.8203,215.345,215.38,214.8,23106,219.73,1483024080000,215.1684,142
39,2016-12-29 10:09:00-05:00,215.31,215.38,215.38,215.075,36123,219.73,1483024140000,215.1669,91
40,2016-12-29 10:10:00-05:00,215.31,215.01,215.31,214.77,21039,219.73,1483024200000,214.9769,125
41,2016-12-29 10:11:00-05:00,214.97,214.81,215.03,214.77,7952,219.73,1483024260000,214.9272,115
42,2016-12-29 10:12:00-05:00,214.77,214.518,214.81,214.41,18362,219.73,1483024320000,214.5758,205
43,2016-12-29 10:13:00-05:00,214.5,214.4086,214.62,214.1225,33299,219.73,1483024380000,214.3029,282
44,2016-12-29 10:14:00-05:00,214.4483,214.69,214.77,214.31,13885,219.73,1483024440000,214.5146,137
45,2016-12-29 10:15:00-05:00,214.68,214.685,214.69,214.5,9566,219.73,1483024500000,214.5842,120
46,2016-12-29 10:16:00-05:00,214.63,214.57,214.82,214.525,21971,219.73,1483024560000,214.6812,163
47,2016-12-29 10:17:00-05:00,214.61,214.66,214.73,214.51,6482,219.73,1483024620000,214.6061,52
48,2016-12-29 10:18:00-05:00,214.69,214.69,214.85,214.66,17562,219.73,1483024680000,214.7312,101
49,2016-12-29 10:19:00-05:00,214.65,214.8065,214.85,214.59,9556,219.73,1483024740000,214.7274,63
50,2016-12-29 10:20:00-05:00,214.8486,214.83,214.9,214.688,8953,219.73,1483024800000,214.8099,101
51,2016-12-29 10:21:00-05:00,214.88,215,215.2,214.88,17276,219.73,1483024860000,215.0259,136
52,2016-12-29 10:22:00-05:00,214.98,215.03,215.2,214.9,11293,219.73,1483024920000,215.0961,90
53,2016-12-29 10:23:00-05:00,215.0269,215.1958,215.2199,214.972,11824,219.73,1483024980000,215.0684,75
54,2016-12-29 10:24:00-05:00,215.1701,215.1127,215.196,214.91,10967,219.73,1483025040000,215.0835,78
55,2016-12-29 10:25:00-05:00,215.028,215.22,215.22,215.01,5876,219.73,1483025100000,215.1206,62
56,2016-12-29 10:26:00-05:00,215.16,215.25,215.29,215.08,14814,219.73,1483025160000,215.2182,110
57,2016-12-29 10:27:00-05:00,215.2852,215.54,215.5784,215.25,18434,219.73,1483025220000,215.4196,161
58,2016-12-29 10:28:00-05:00,215.6,215.59,215.61,215.51,10773,219.73,1483025280000,215.5534,84
59,2016-12-29 10:29:00-05:00,215.615,215.8485,215.8503,215.6128,16375,219.73,1483025340000,215.7417,125
60,2016-12-29 10:30:00-05:00,215.88,215.83,215.976,215.8,15076,219.73,1483025400000,215.8727,171
61,2016-12-29 10:31:00-05:00,215.85,216.0584,216.0584,215.845,19106,219.73,1483025460000,215.9423,138
62,2016-12-29 10:32:00-05:00,216.0456,215.949,216.13,215.78,15098,219.73,1483025520000,215.9787,162
63,2016-12-29 10:33:00-05:00,215.88,215.5407,215.95,215.4,11168,219.73,1483025580000,215.618,107
64,2016-12-29 10:34:00-05:00,215.52,215.34,215.52,215.2,12912,219.73,1483025640000,215.3582,139
65,2016-12-29 10:35:00-05:00,215.3021,215.391,215.59,215.28,13861,219.73,1483025700000,215.44,124
66,2016-12-29 10:36:00-05:00,215.337,215.32,215.4,215.31,6449,219.73,1483025760000,215.3367,67
67,2016-12-29 10:37:00-05:00,215.32,215.7131,215.7131,215.32,6871,219.73,1483025820000,215.4626,60
68,2016-12-29 10:38:00-05:00,215.73,215.5354,215.775,215.5354,8041,219.73,1483025880000,215.6326,83
69,2016-12-29 10:39:00-05:00,215.57,215.67,215.706,215.48,9414,219.73,1483025940000,215.5949,76
70,2016-12-29 10:40:00-05:00,215.66,215.5462,215.749,215.53,4546,219.73,1483026000000,215.648,60
71,2016-12-29 10:41:00-05:00,215.56,215.23,215.58,215.201,9078,219.73,1483026060000,215.3823,94
72,2016-12-29 10:42:00-05:00,215.26,215.07,215.2899,215,23745,219.73,1483026120000,215.1193,188
73,2016-12-29 10:43:00-05:00,215.16,215.08,215.16,215,9536,219.73,1483026180000,215.0606,81
74,2016-12-29 10:44:00-05:00,215.09,215.07,215.1399,215.001,5838,219.73,1483026240000,215.0819,66
75,2016-12-29 10:45:00-05:00,215.03,215.14,215.21,215.02,7419,219.73,1483026300000,215.1053,80
