index,DateTime,Open,Close,High,Low,Volume,Previous_Close,Timestamp,Volume_weighted_avg_price,Number_of_transactions
0,2019-01-16 09:30:00-05:00,344.78,344.141,345,343.81,50081,344.21,1547649000000,344.5846,320
1,2019-01-16 09:31:00-05:00,343.97,345.15,345.32,343.5,19287,344.21,1547649060000,344.4536,301
2,2019-01-16 09:32:00-05:00,345.1532,345.9249,345.99,344.853,12543,344.21,1547649120000,345.4891,132
3,2019-01-16 09:33:00-05:00,345.3901,347.3637,347.4729,345.3901,59599,344.21,1547649180000,346.7179,554
4,2019-01-16 09:34:00-05:00,347.3292,347.08,347.844,346.7419,36439,344.21,1547649240000,347.2962,367
5,2019-01-16 09:35:00-05:00,347.0814,347.1922,347.49,346.8,21787,344.21,1547649300000,347.194,269
6,2019-01-16 09:36:00-05:00,347.2121,347.9819,348.4,347.1751,43345,344.21,1547649360000,347.8386,402
7,2019-01-16 09:37:00-05:00,347.8056,347.79,348.1,347.25,24414,344.21,1547649420000,347.6722,256
8,2019-01-16 09:38:00-05:00,347.78,348.59,348.8373,347.29,37073,344.21,1547649480000,348.3512,310
9,2019-01-16 09:39:00-05:00,348.78,349.06,349.67,348.68,56583,344.21,1547649540000,349.1917,552
10,2019-01-16 09:40:00-05:00,349.38,349.33,349.88,348.9076,38590,344.21,1547649600000,349.3171,337
11,2019-01-16 09:41:00-05:00,349.48,349.36,349.8509,349.05,27776,344.21,1547649660000,349.4079,217
12,2019-01-16 09:42:00-05:00,349.1751,349.94,349.94,349.13,24252,344.21,1547649720000,349.4707,306
13,2019-01-16 09:43:00-05:00,349.7204,349.75,350,349.4438,29198,344.21,1547649780000,349.755,370
14,2019-01-16 09:44:00-05:00,349.85,350.2029,350.55,349.4,94745,344.21,1547649840000,349.9717,1296
15,2019-01-16 09:45:00-05:00,350.17,350.3,350.66,349.91,35335,344.21,1547649900000,350.3359,330
16,2019-01-16 09:46:00-05:00,350.2325,351.19,352,350.2325,57414,344.21,1547649960000,351.1653,761
17,2019-01-16 09:47:00-05:00,351.0752,351.6641,351.82,350.94,21171,344.21,1547650020000,351.3717,249
18,2019-01-16 09:48:00-05:00,351.75,350.85,351.88,350.75,25967,344.21,1547650080000,351.182,292
19,2019-01-16 09:49:00-05:00,350.85,350.66,350.8626,350.03,47127,344.21,1547650140000,350.3842,519
20,2019-01-16 09:50:00-05:00,350.65,351.0425,351.1525,350.65,26092,344.21,1547650200000,350.8641,218
21,2019-01-16 09:51:00-05:00,351.04,351.28,351.48,350.9001,21428,344.21,1547650260000,351.234,242
22,2019-01-16 09:52:00-05:00,351.25,350.5,351.51,350.5,34638,344.21,1547650320000,351.1151,297
23,2019-01-16 09:53:00-05:00,350.5,350.4207,350.87,350.27,20719,344.21,1547650380000,350.5852,196
24,2019-01-16 09:54:00-05:00,350.27,349.69,350.61,349.6,28222,344.21,1547650440000,350.0932,340
25,2019-01-16 09:55:00-05:00,349.6285,349.6,350.17,349.06,36440,344.21,1547650500000,349.6272,432
26,2019-01-16 09:56:00-05:00,349.6,348.79,349.6,348.24,45929,344.21,1547650560000,348.9683,487
27,2019-01-16 09:57:00-05:00,348.6483,349.2444,349.3749,348.62,19122,344.21,1547650620000,348.9777,125
28,2019-01-16 09:58:00-05:00,349.26,349.91,349.95,349.26,16263,344.21,1547650680000,349.6652,152
29,2019-01-16 09:59:00-05:00,349.9399,350.2099,350.8,349.74,25002,344.21,1547650740000,350.3674,263
30,2019-01-16 10:00:00-05:00,350.302,350.42,350.69,349.9448,19183,344.21,1547650800000,350.2164,192
31,2019-01-16 10:01:00-05:00,350.53,350.4015,351.11,350.13,23188,344.21,1547650860000,350.8209,214
32,2019-01-16 10:02:00-05:00,350.48,350.49,350.68,350.23,7613,344.21,1547650920000,350.4506,106
33,2019-01-16 10:03:00-05:00,350.74,350.85,351.1799,350.628,15489,344.21,1547650980000,350.9149,174
34,2019-01-16 10:04:00-05:00,350.815,351.0186,351.3,350.71,13766,344.21,1547651040000,351.0561,156
35,2019-01-16 10:05:00-05:00,351.09,351.257,351.29,350.6151,41926,344.21,1547651100000,351.012,333
36,2019-01-16 10:06:00-05:00,351.1,351.11,351.2393,350.7947,17753,344.21,1547651160000,351.0329,185
37,2019-01-16 10:07:00-05:00,351.08,351,351.5,350.8605,40862,344.21,1547651220000,351.2355,388
38,2019-01-16 10:08:00-05:00,351.03,350.88,351.17,350.8,11862,344.21,1547651280000,350.9411,157
39,2019-01-16 10:09:00-05:00,350.88,351.12,351.16,350.76,16532,344.21,1547651340000,350.8577,184
40,2019-01-16 10:10:00-05:00,351.12,350.71,351.12,350.5,24764,344.21,1547651400000,350.7142,213
41,2019-01-16 10:11:00-05:00,350.79,351.155,351.34,350.79,18922,344.21,1547651460000,351.0543,179
42,2019-01-16 10:12:00-05:00,351.21,350.02,351.2195,350.02,17531,344.21,1547651520000,350.6274,229
43,2019-01-16 10:13:00-05:00,350.11,350.73,350.7439,350.11,3990,344.21,1547651580000,350.4505,80
44,2019-01-16 10:14:00-05:00,350.95,350.6952,351,350.6104,6599,344.21,1547651640000,350.8613,110
45,2019-01-16 10:15:00-05:00,350.6981,350.4982,350.7191,350.2503,9870,344.21,1547651700000,350.4795,103
46,2019-01-16 10:16:00-05:00,350.555,351.09,351.14,350.555,7819,344.21,1547651760000,350.8969,140
47,2019-01-16 10:17:00-05:00,351.22,351.84,351.96,351.1,37129,344.21,1547651820000,351.665,393
48,2019-01-16 10:18:00-05:00,351.9,351.38,351.92,351.22,14213,344.21,1547651880000,351.6195,202
49,2019-01-16 10:19:00-05:00,351.355,351.23,351.8,351.144,11162,344.21,1547651940000,351.4326,167
50,2019-01-16 10:20:00-05:00,351.3365,351.73,351.7899,351.3365,8646,344.21,1547652000000,351.543,115
51,2019-01-16 10:21:00-05:00,351.67,351.3582,351.67,351.14,9936,344.21,1547652060000,351.3957,111
52,2019-01-16 10:22:00-05:00,351.3517,350.457,351.3517,350.28,21452,344.21,1547652120000,350.6343,275
53,2019-01-16 10:23:00-05:00,350.4937,349.99,350.4937,349.6158,40286,344.21,1547652180000,349.9664,434
54,2019-01-16 10:24:00-05:00,349.96,349.6264,350.0123,349.347,16687,344.21,1547652240000,349.5889,200
55,2019-01-16 10:25:00-05:00,349.65,349.22,349.65,348.89,53775,344.21,1547652300000,349.2296,397
56,2019-01-16 10:26:00-05:00,349.2735,348.74,349.44,348.7,53433,344.21,1547652360000,349.1182,417
57,2019-01-16 10:27:00-05:00,348.76,347.92,348.76,347.92,51263,344.21,1547652420000,348.2323,554
58,2019-01-16 10:28:00-05:00,347.84,348.28,348.49,347.5091,38396,344.21,1547652480000,348.1571,348
59,2019-01-16 10:29:00-05:00,348.36,348.9,348.9,348.35,12562,344.21,1547652540000,348.5377,121
60,2019-01-16 10:30:00-05:00,348.7383,349.04,349.38,348.71,12741,344.21,1547652600000,349.0802,165
61,2019-01-16 10:31:00-05:00,348.8374,349,349.2177,348.62,12166,344.21,1547652660000,348.9558,132
62,2019-01-16 10:32:00-05:00,349.2,349.0398,349.23,348.85,8096,344.21,1547652720000,349.0825,116
