index,Start_DateTime,End_DateTime,Start_Timestamp,End_Timestamp,Open,Close,High,Low,Volume
0,2019-12-10 09:30:00-05:00,2019-12-10 12:29:00-05:00,1575988200000000000,1575998940000000000,339.96,349.09,349.7,339.31,5104083
1,2019-12-10 12:30:00-05:00,2019-12-10 15:59:00-05:00,1575999000000000000,1576011540000000000,349.19,348.83,350.73,347.17,3374679
2,2019-12-11 09:30:00-05:00,2019-12-11 12:29:00-05:00,1576074600000000000,1576085340000000000,351.8765,355.18,357.1899,351.09,4281238
3,2019-12-11 12:30:00-05:00,2019-12-11 15:59:00-05:00,1576085400000000000,1576097940000000000,355.18,352.5,356.1053,352.31,2295186
4,2019-12-12 09:30:00-05:00,2019-12-12 12:29:00-05:00,1576161000000000000,1576171740000000000,354.92,358.66,362.74,353.23,5036404
5,2019-12-12 12:30:00-05:00,2019-12-12 15:59:00-05:00,1576171800000000000,1576184340000000000,358.635,359.67,360.55,357.91,2463790
6,2019-12-13 09:30:00-05:00,2019-12-13 12:29:00-05:00,1576247400000000000,1576258140000000000,361.05,357.59,365.21,356.7652,4012344
7,2019-12-13 12:30:00-05:00,2019-12-13 15:59:00-05:00,1576258200000000000,1576270740000000000,357.535,358.37,358.92,354.64,2161260
8,2019-12-16 09:30:00-05:00,2019-12-16 12:29:00-05:00,1576506600000000000,1576517340000000000,362.55,380.88,383.61,362.5,10338360
9,2019-12-16 12:30:00-05:00,2019-12-16 15:59:00-05:00,1576517400000000000,1576529940000000000,380.9138,381.51,382.56,374.6,6900699
10,2019-12-17 09:30:00-05:00,2019-12-17 12:29:00-05:00,1576593000000000000,1576603740000000000,378.99,377.3101,385.5,377.07,5317716
11,2019-12-17 12:30:00-05:00,2019-12-17 15:59:00-05:00,1576603800000000000,1576616340000000000,377.3,378.9101,380.8323,375.9,2605222
12,2019-12-18 09:30:00-05:00,2019-12-18 12:29:00-05:00,1576679400000000000,1576690140000000000,380.63,388.4701,389.3,380.58,6800399
13,2019-12-18 12:30:00-05:00,2019-12-18 15:59:00-05:00,1576690200000000000,1576702740000000000,388.39,393.1,395.22,387.61,6559122
14,2019-12-19 09:30:00-05:00,2019-12-19 12:29:00-05:00,1576765800000000000,1576776540000000000,397.32,400.14,406.85,396.5,11149899
15,2019-12-19 12:30:00-05:00,2019-12-19 15:59:00-05:00,1576776600000000000,1576789140000000000,400.1025,404.02,406.3,399.62,6078775
16,2019-12-20 09:30:00-05:00,2019-12-20 12:29:00-05:00,1576852200000000000,1576862940000000000,410.29,404.24,413.0,400.185,8392674
17,2019-12-20 12:30:00-05:00,2019-12-20 15:59:00-05:00,1576863000000000000,1576875540000000000,404.27,405.55,407.56,403.3101,4685151
18,2019-12-23 09:30:00-05:00,2019-12-23 12:29:00-05:00,1577111400000000000,1577122140000000000,411.78,421.44,422.01,410.0,8147109
19,2019-12-23 12:30:00-05:00,2019-12-23 15:59:00-05:00,1577122200000000000,1577134740000000000,421.4155,419.18,422.01,417.4,4491060
20,2019-12-24 09:30:00-05:00,2019-12-24 12:29:00-05:00,1577197800000000000,1577208540000000000,418.36,423.8025,424.17,412.6875,6359483
21,2019-12-24 12:30:00-05:00,2019-12-24 12:59:00-05:00,1577208600000000000,1577210340000000000,423.8248,425.18,425.47,423.48,1227459
22,2019-12-26 09:30:00-05:00,2019-12-26 12:29:00-05:00,1577370600000000000,1577381340000000000,427.91,428.02,433.48,426.35,6792690
23,2019-12-26 12:30:00-05:00,2019-12-26 15:59:00-05:00,1577381400000000000,1577393940000000000,427.97,430.8202,431.9,427.61,3165099
24,2019-12-27 09:30:00-05:00,2019-12-27 12:29:00-05:00,1577457000000000000,1577467740000000000,435.0,430.4442,435.31,426.11,5988988
25,2019-12-27 12:30:00-05:00,2019-12-27 15:59:00-05:00,1577467800000000000,1577480340000000000,430.48,430.23,431.524,428.37,3116500
26,2019-12-30 09:30:00-05:00,2019-12-30 12:29:00-05:00,1577716200000000000,1577726940000000000,428.79,418.9,429.0,409.2589,8533445
27,2019-12-30 12:30:00-05:00,2019-12-30 15:59:00-05:00,1577727000000000000,1577739540000000000,418.87,414.62,420.78,413.0,3474902
28,2019-12-31 09:30:00-05:00,2019-12-31 12:29:00-05:00,1577802600000000000,1577813340000000000,405.0003,419.08,421.29,402.08,6347990
29,2019-12-31 12:30:00-05:00,2019-12-31 15:59:00-05:00,1577813400000000000,1577825940000000000,419.1312,418.17,420.98,417.29,3295881
30,2020-01-02 09:30:00-05:00,2020-01-02 12:29:00-05:00,1577975400000000000,1577986140000000000,424.5,426.32,428.0,421.71,4813926
31,2020-01-02 12:30:00-05:00,2020-01-02 15:59:00-05:00,1577986200000000000,1577998740000000000,426.36,430.24,430.6957,426.0629,4168239
32,2020-01-03 09:30:00-05:00,2020-01-03 12:29:00-05:00,1578061800000000000,1578072540000000000,440.5,446.11,454.0,436.92,10480572
33,2020-01-03 12:30:00-05:00,2020-01-03 15:59:00-05:00,1578072600000000000,1578085140000000000,446.1065,442.75,447.51,440.88,5798845
34,2020-01-06 09:30:00-05:00,2020-01-06 12:29:00-05:00,1578321000000000000,1578331740000000000,440.47,444.7,447.1,440.0,5442209
35,2020-01-06 12:30:00-05:00,2020-01-06 15:59:00-05:00,1578331800000000000,1578344340000000000,444.8,451.4001,451.56,444.0,4222608
36,2020-01-07 09:30:00-05:00,2020-01-07 12:29:00-05:00,1578407400000000000,1578418140000000000,461.4,463.608,464.51,453.355,8884295
