Open,Close,High,Low,Volume,Previous_Close
62.5,63.39,63.4,62.45,14627,62.58
63.21,63.26,63.66,63.2,15854,62.58
63.38,63.63,63.8,63.2,9921,62.58
63.68,63.52,63.8,63.35,10861,62.58
63.44,63.47,63.56,63.27,8839,62.58
63.47,63.39,63.56,63.39,4195,62.58
63.49,63.27,63.49,63.1,5839,62.58
63.23,63.29,63.34,63.06,7743,62.58
63.14,63.45,63.55,63.11,5956,62.58
63.43,63.44,63.55,63.33,3610,62.58
63.4,63.49,63.49,63.37,2796,62.58
63.42,63.52,63.53,63.38,4142,62.58
63.5,63.57,63.69,63.49,5905,62.58
63.62,63.73,63.73,63.53,4516,62.58
63.68,63.72,63.84,63.65,6758,62.58
63.73,63.72,63.89,63.62,6754,62.58
63.66,63.79,63.91,63.66,4995,62.58
63.85,63.95,63.96,63.75,6645,62.58
63.92,63.9,63.99,63.87,3704,62.58
63.93,63.79,64.0,63.66,5835,62.58
63.78,63.71,63.88,63.7,3878,62.58
63.73,63.85,63.85,63.7,3944,62.58
63.78,63.87,63.9,63.77,2588,62.58
63.84,63.86,63.88,63.73,1945,62.58
63.82,63.83,63.9,63.79,2301,62.58
63.84,63.94,64.05,63.8,6972,62.58
63.93,63.99,64.1,63.93,4163,62.58
63.98,63.76,64.04,63.72,5109,62.58
63.78,63.99,64.0,63.72,2792,62.58
63.94,64.09,64.17,63.93,4901,62.58
64.11,63.97,64.17,63.97,3001,62.58
64.02,63.99,64.12,63.97,2670,62.58
64.03,64.11,64.17,63.99,2294,62.58
64.15,64.06,64.22,64.03,4565,62.58
64.13,64.13,64.2,64.03,3306,62.58
64.18,64.34,64.4,64.1,5090,62.58
64.37,64.31,64.4,64.24,3067,62.58
64.33,64.35,64.42,64.24,4915,62.58
64.41,64.36,64.42,64.31,3042,62.58
64.34,64.42,64.46,64.32,3035,62.58
64.41,64.12,64.47,64.08,5402,62.58
64.1,63.99,64.18,63.96,4169,62.58
64.06,64.03,64.1,63.96,2749,62.58
64.07,63.93,64.07,63.86,1931,62.58
63.89,63.98,64.0,63.89,1821,62.58
63.95,63.92,63.98,63.85,1795,62.58
63.87,64.04,64.09,63.86,2424,62.58
64.06,64.1,64.21,64.01,2351,62.58
64.13,64.06,64.15,64.04,1557,62.58
64.04,64.02,64.09,63.96,1275,62.58
64.02,64.01,64.05,63.95,1112,62.58
64.0,64.01,64.08,63.95,1253,62.58
64.0,64.01,64.05,63.99,1005,62.58
64.0,63.94,64.01,63.84,3137,62.58
63.92,64.1,64.1,63.89,2437,62.58
64.0,64.08,64.14,64.0,2966,62.58
64.14,64.1,64.14,64.03,1432,62.58
64.07,64.26,64.32,64.05,3079,62.58
64.26,64.28,64.36,64.23,2737,62.58
64.32,64.33,64.36,64.22,2775,62.58
64.3,64.44,64.49,64.28,6017,62.58
64.42,64.36,64.46,64.33,3025,62.58
64.41,64.37,64.41,64.3,2080,62.58
64.32,64.39,64.43,64.31,2552,62.58
64.42,64.36,64.43,64.3,2288,62.58
64.37,64.36,64.39,64.3,1973,62.58
64.34,64.33,64.4,64.32,1639,62.58
64.38,64.24,64.38,64.2,3140,62.58
64.29,64.23,64.3,64.18,2604,62.58
64.2,64.3,64.31,64.18,2690,62.58
64.21,64.39,64.4,64.21,2997,62.58
64.3,64.39,64.44,64.3,4561,62.58
64.44,64.36,64.44,64.33,2664,62.58
64.36,64.17,64.38,64.06,6981,62.58
64.1,63.98,64.17,63.94,6996,62.58
64.02,64.15,64.17,63.94,5555,62.58
64.17,64.27,64.3,64.09,8588,62.58
64.23,64.27,64.32,64.2,7662,62.58
