Eastern_Time,SIP_Timestamp,Weighted_Avg_Ask_Price,Total_Ask_Size,Weighted_Avg_Bid_Price,Total_Bid_Size
2017-12-07 09:30:00-05:00,1512657000000000000,169.45262785862735,4810,169.38291262135874,4532
2017-12-07 09:31:00-05:00,1512657060000000000,169.4639466895955,9304,169.3891654676259,8340
2017-12-07 09:32:00-05:00,1512657120000000000,169.25323776223885,4290,169.2310658345575,8172
2017-12-07 09:33:00-05:00,1512657180000000000,169.64935142756374,5674,169.55204961606648,3386
2017-12-07 09:34:00-05:00,1512657240000000000,169.71295778834727,3364,169.67173983084982,2483
2017-12-07 09:35:00-05:00,1512657300000000000,169.78347393626854,10858,169.7398238187856,8741
2017-12-07 09:36:00-05:00,1512657360000000000,170.008594868407,9081,169.98229802513404,5013
2017-12-07 09:37:00-05:00,1512657420000000000,170.1304007071317,6788,170.09904579487988,5743
2017-12-07 09:38:00-05:00,1512657480000000000,170.27376362593262,8715,170.24747232472305,8130
2017-12-07 09:39:00-05:00,1512657540000000000,170.26099151066725,9188,170.23694958079815,8707
2017-12-07 09:40:00-05:00,1512657600000000000,170.21642606320674,12815,170.17929281767917,7240
2017-12-07 09:41:00-05:00,1512657660000000000,170.15790588235308,9775,170.13056103896102,9625
2017-12-07 09:42:00-05:00,1512657720000000000,169.98752689582722,7622,169.9792540413611,11073
2017-12-07 09:43:00-05:00,1512657780000000000,170.0119013001538,7153,169.97338614239288,5239
2017-12-07 09:44:00-05:00,1512657840000000000,170.03145615929023,8337,170.01406023582976,7039
2017-12-07 09:45:00-05:00,1512657900000000000,170.171904692297,13682,170.14546816943272,8074
2017-12-07 09:46:00-05:00,1512657960000000000,170.19696162325067,111135,170.13738701850224,6594
2017-12-07 09:47:00-05:00,1512658020000000000,170.11909233668422,6368,170.10087000849646,5885
2017-12-07 09:48:00-05:00,1512658080000000000,170.08386739375007,11553,170.0573809523824,7056
2017-12-07 09:49:00-05:00,1512658140000000000,170.2044749451854,162364,170.21476594407662,12732
2017-12-07 09:50:00-05:00,1512658200000000000,170.27806211620262,8468,170.25399346405214,6120
2017-12-07 09:51:00-05:00,1512658260000000000,170.2618315258043,10696,170.2478021479348,6611
2017-12-07 09:52:00-05:00,1512658320000000000,170.2643980314473,8331,170.24406396414616,4909
2017-12-07 09:53:00-05:00,1512658380000000000,170.1957488360058,7732,170.16935326726053,5953
2017-12-07 09:54:00-05:00,1512658440000000000,170.1547372444101,5233,170.14193767908273,5584
2017-12-07 09:55:00-05:00,1512658500000000000,170.0680730938886,7935,170.04142143628442,7408
2017-12-07 09:56:00-05:00,1512658560000000000,169.99246444201216,7312,169.97600720041078,5833
2017-12-07 09:57:00-05:00,1512658620000000000,169.91239048642785,7442,169.8918200895321,7148
2017-12-07 09:58:00-05:00,1512658680000000000,169.92058859784257,3245,169.90549940405305,4195
2017-12-07 09:59:00-05:00,1512658740000000000,169.98043538836708,5742,169.95775282638982,6457
2017-12-07 10:00:00-05:00,1512658800000000000,169.88603621369538,5578,169.87603665987996,7365
2017-12-07 10:01:00-05:00,1512658860000000000,169.77895019087313,11002,169.75928385792827,10389
2017-12-07 10:02:00-05:00,1512658920000000000,169.6907026106689,8810,169.60645819053804,11672
2017-12-07 10:03:00-05:00,1512658980000000000,169.94185385169226,5556,169.9189588377727,5369
2017-12-07 10:04:00-05:00,1512659040000000000,169.8420564705893,4250,169.8080093474114,5777
2017-12-07 10:05:00-05:00,1512659100000000000,169.69496435515228,3086,169.66663450405187,2591
2017-12-07 10:06:00-05:00,1512659160000000000,169.5052823145123,4286,169.49771057169403,7539
2017-12-07 10:07:00-05:00,1512659220000000000,169.37457791492164,4537,169.35326565143802,3546
2017-12-07 10:08:00-05:00,1512659280000000000,169.18333111036966,5998,169.12654164368422,7252
2017-12-07 10:09:00-05:00,1512659340000000000,169.26879602200623,4726,169.23742335595682,4273
2017-12-07 10:10:00-05:00,1512659400000000000,169.20459259259226,4995,169.18075463467625,4585
2017-12-07 10:11:00-05:00,1512659460000000000,169.1800491624182,5492,169.144485932159,3803
2017-12-07 10:12:00-05:00,1512659520000000000,169.3872564219488,6579,169.35101844426617,6235
2017-12-07 10:13:00-05:00,1512659580000000000,169.40606932153443,2712,169.3858866634103,4094
2017-12-07 10:14:00-05:00,1512659640000000000,169.26384523334676,5014,169.24066148453042,6561
2017-12-07 10:15:00-05:00,1512659700000000000,169.24773902042188,5533,169.21912488837773,7839
2017-12-07 10:16:00-05:00,1512659760000000000,169.3079091971942,5132,169.29130963373538,6498
2017-12-07 10:17:00-05:00,1512659820000000000,169.2580394653094,4713,169.2479660306145,4769
2017-12-07 10:18:00-05:00,1512659880000000000,169.29419127607633,3691,169.289624365483,3940
2017-12-07 10:19:00-05:00,1512659940000000000,169.30207181762944,4957,169.2826409937907,4025
2017-12-07 10:20:00-05:00,1512660000000000000,169.33475073313835,4092,169.31064935064944,5390
2017-12-07 10:21:00-05:00,1512660060000000000,169.52286783375493,7483,169.51072872661427,6628
2017-12-07 10:22:00-05:00,1512660120000000000,169.54357986501546,3556,169.53366697559437,3237
2017-12-07 10:23:00-05:00,1512660180000000000,169.66331913383027,5634,169.61971944191794,6594
2017-12-07 10:24:00-05:00,1512660240000000000,169.63173771027272,6123,169.61794272076375,4190
2017-12-07 10:25:00-05:00,1512660300000000000,169.7007730353554,10918,169.68865025318607,5727
2017-12-07 10:26:00-05:00,1512660360000000000,169.6737464183376,4188,169.6572863568213,5336
2017-12-07 10:27:00-05:00,1512660420000000000,169.73889242014891,6293,169.72743121149944,4870
2017-12-07 10:28:00-05:00,1512660480000000000,169.67221130873446,3767,169.65284397771254,4666
2017-12-07 10:29:00-05:00,1512660540000000000,169.64793421811683,5199,169.62887033945395,5391
2017-12-07 10:30:00-05:00,1512660600000000000,169.68022367194823,2146,169.6569605142324,2178
2017-12-07 10:31:00-05:00,1512660660000000000,169.86792519181387,6256,169.8467855822569,5410
2017-12-07 10:32:00-05:00,1512660720000000000,169.9322916666657,4800,169.91046844246165,7621
2017-12-07 10:33:00-05:00,1512660780000000000,170.01335329341006,12358,170.0033514724697,9372
2017-12-07 10:34:00-05:00,1512660840000000000,170.05930235862644,7038,170.03645334434398,4844
2017-12-07 10:35:00-05:00,1512660900000000000,170.0108715938786,16074,169.99071629106814,13179
2017-12-07 10:36:00-05:00,1512660960000000000,169.98249877190017,6107,169.9671305081162,4743
2017-12-07 10:37:00-05:00,1512661020000000000,169.99415630685175,13192,169.98521258918848,10231
2017-12-07 10:38:00-05:00,1512661080000000000,169.95159189099508,6018,169.93768755935474,4212
2017-12-07 10:39:00-05:00,1512661140000000000,169.97702064896643,7458,169.95873244444408,5625
2017-12-07 10:40:00-05:00,1512661200000000000,169.9375571246452,10197,169.90543601958151,7557
2017-12-07 10:41:00-05:00,1512661260000000000,169.8543950740561,6009,169.83805512422506,5152
2017-12-07 10:42:00-05:00,1512661320000000000,169.9283750481318,5194,169.91252810136913,4893
2017-12-07 10:43:00-05:00,1512661380000000000,169.94215729218547,10045,169.9252275969402,7711
2017-12-07 10:44:00-05:00,1512661440000000000,169.9392400635937,9435,169.9269138507677,8671
2017-12-07 10:45:00-05:00,1512661500000000000,169.8962221264668,9283,169.88555716353133,8292
2017-12-07 10:46:00-05:00,1512661560000000000,169.9460930661134,8682,169.93508162066854,8515
2017-12-07 10:47:00-05:00,1512661620000000000,169.85130584949962,13608,169.82547563805167,13361
2017-12-07 10:48:00-05:00,1512661680000000000,169.7785170603682,5334,169.76562075134237,5590
2017-12-07 10:49:00-05:00,1512661740000000000,169.81746044408942,7521,169.80597233017386,6433
2017-12-07 10:50:00-05:00,1512661800000000000,169.7569573283848,5929,169.74220542706297,5491
2017-12-07 10:51:00-05:00,1512661860000000000,169.66972093999067,4766,169.64953171641832,5360
2017-12-07 10:52:00-05:00,1512661920000000000,169.6359912376776,5478,169.62336970543876,18604
2017-12-07 10:53:00-05:00,1512661980000000000,169.61398266767162,7962,169.60759065269974,9928
2017-12-07 10:54:00-05:00,1512662040000000000,169.56286065573693,7320,169.5445207303159,5258
2017-12-07 10:55:00-05:00,1512662100000000000,169.52339020363317,7268,169.51370964507643,9974
2017-12-07 10:56:00-05:00,1512662160000000000,169.57122192167503,8503,169.56144750795247,5658
2017-12-07 10:57:00-05:00,1512662220000000000,169.60994835055024,6002,169.59998567335248,4886
2017-12-07 10:58:00-05:00,1512662280000000000,169.63951326843483,7499,169.62765055467423,5048
