Eastern_Time,SIP_Timestamp,Weighted_Avg_Ask_Price,Total_Ask_Size,Weighted_Avg_Bid_Price,Total_Bid_Size
2017-02-14 09:30:00-05:00,1487082600000000000,279.3965424739202,671,279.2490642076503,1464
2017-02-14 09:31:00-05:00,1487082660000000000,280.7598010788937,2966,280.65439999999944,700
2017-02-14 09:32:00-05:00,1487082720000000000,281.2767632850246,414,281.02638795986667,897
2017-02-14 09:33:00-05:00,1487082780000000000,282.0483054287161,1971,281.5954681647937,534
2017-02-14 09:34:00-05:00,1487082840000000000,283.28702541106105,1338,282.9817359413198,818
2017-02-14 09:35:00-05:00,1487082900000000000,284.1765431383895,1727,283.8841537267082,1288
2017-02-14 09:36:00-05:00,1487082960000000000,283.967251700681,735,283.7184741784038,426
2017-02-14 09:37:00-05:00,1487083020000000000,283.6091962174944,423,283.28882729211097,469
2017-02-14 09:38:00-05:00,1487083080000000000,283.5210852713176,516,283.2977370689657,464
2017-02-14 09:39:00-05:00,1487083140000000000,283.1560727969355,522,282.8897204574328,787
2017-02-14 09:40:00-05:00,1487083200000000000,282.9898771498771,407,282.70113798008555,703
2017-02-14 09:41:00-05:00,1487083260000000000,282.1035309973045,1113,282.0337624999996,800
2017-02-14 09:42:00-05:00,1487083320000000000,282.05394029850737,335,281.9372200772198,259
2017-02-14 09:43:00-05:00,1487083380000000000,282.1708099173543,605,281.80236318407947,1608
2017-02-14 09:44:00-05:00,1487083440000000000,282.97249999999997,148,282.7586936936936,222
2017-02-14 09:45:00-05:00,1487083500000000000,282.66273809523756,504,282.4377125506075,494
2017-02-14 09:46:00-05:00,1487083560000000000,283.447098692033,841,283.17622222222195,810
2017-02-14 09:47:00-05:00,1487083620000000000,283.68667673716004,331,283.3891280653953,367
2017-02-14 09:48:00-05:00,1487083680000000000,283.8826855895199,458,283.67930599369106,317
2017-02-14 09:49:00-05:00,1487083740000000000,283.50861635220133,159,283.3198795180722,166
2017-02-14 09:50:00-05:00,1487083800000000000,284.3784994523548,913,284.1431222707419,458
2017-02-14 09:51:00-05:00,1487083860000000000,284.4071494252873,435,284.209178571429,280
2017-02-14 09:52:00-05:00,1487083920000000000,284.4904381846635,639,284.24304347826126,506
2017-02-14 09:53:00-05:00,1487083980000000000,284.615429362881,722,284.43648594377566,498
2017-02-14 09:54:00-05:00,1487084040000000000,284.6158779761904,672,284.37692307692356,611
2017-02-14 09:55:00-05:00,1487084100000000000,284.60993710691787,318,284.4102997275209,367
2017-02-14 09:56:00-05:00,1487084160000000000,284.6213261648744,279,284.36403333333357,300
2017-02-14 09:57:00-05:00,1487084220000000000,284.311601123595,356,284.1260147601479,271
2017-02-14 09:58:00-05:00,1487084280000000000,285.20362073324895,3955,285.06050000000016,600
2017-02-14 09:59:00-05:00,1487084340000000000,286.02739130434804,1058,285.89106844741275,599
2017-02-14 10:00:00-05:00,1487084400000000000,285.8409493670884,316,285.65832861189836,353
2017-02-14 10:01:00-05:00,1487084460000000000,285.37069518716436,374,285.1263459037712,769
2017-02-14 10:02:00-05:00,1487084520000000000,285.97382368016247,1951,285.7291053677932,503
2017-02-14 10:03:00-05:00,1487084580000000000,286.3208941877797,671,286.16773553718974,605
2017-02-14 10:04:00-05:00,1487084640000000000,286.44767928286797,1004,286.2773449612395,516
2017-02-14 10:05:00-05:00,1487084700000000000,286.9867381656798,1352,286.99313251905573,10889
2017-02-14 10:06:00-05:00,1487084760000000000,286.5175306479863,571,286.2657627118644,590
2017-02-14 10:07:00-05:00,1487084820000000000,286.60571633237805,698,286.42953846153824,390
2017-02-14 10:08:00-05:00,1487084880000000000,286.50714468629974,781,286.1200609756099,820
2017-02-14 10:09:00-05:00,1487084940000000000,285.38312775330394,454,285.080688468158,581
2017-02-14 10:10:00-05:00,1487085000000000000,285.32770547945245,292,285.03994836488846,581
2017-02-14 10:11:00-05:00,1487085060000000000,285.4186944444446,360,285.13011235955094,267
2017-02-14 10:12:00-05:00,1487085120000000000,285.69555727554155,646,285.49932270916344,251
2017-02-14 10:13:00-05:00,1487085180000000000,285.3163736263734,273,285.0950144927536,345
2017-02-14 10:14:00-05:00,1487085240000000000,285.2483159722219,576,285.129139784946,279
2017-02-14 10:15:00-05:00,1487085300000000000,285.17911214953256,214,284.9337199999997,750
2017-02-14 10:16:00-05:00,1487085360000000000,284.68901098901097,182,284.540212765958,235
2017-02-14 10:17:00-05:00,1487085420000000000,284.48339181286536,171,284.2812903225806,186
2017-02-14 10:18:00-05:00,1487085480000000000,284.7177186963976,583,284.4400305810401,327
2017-02-14 10:19:00-05:00,1487085540000000000,285.520011363636,880,285.1807857142856,420
2017-02-14 10:20:00-05:00,1487085600000000000,285.41198347107445,121,285.24091603053427,131
2017-02-14 10:21:00-05:00,1487085660000000000,285.2532203389827,118,285.10539325842694,89
2017-02-14 10:22:00-05:00,1487085720000000000,285.0605078124999,256,284.82927710843387,249
2017-02-14 10:23:00-05:00,1487085780000000000,285.2966829268297,205,285.07386243386264,189
2017-02-14 10:24:00-05:00,1487085840000000000,285.26033333333334,150,285.0917898832684,257
2017-02-14 10:25:00-05:00,1487085900000000000,285.13024999999993,80,284.9788888888887,90
2017-02-14 10:26:00-05:00,1487085960000000000,284.98429687499987,128,284.85052631578947,133
2017-02-14 10:27:00-05:00,1487086020000000000,285.1092948717949,156,284.98728813559353,236
2017-02-14 10:28:00-05:00,1487086080000000000,285.1256818181818,176,285.0102298850574,174
2017-02-14 10:29:00-05:00,1487086140000000000,285.345426356589,129,285.178231292517,147
2017-02-14 10:30:00-05:00,1487086200000000000,285.3141025641024,195,285.0414903846154,416
2017-02-14 10:31:00-05:00,1487086260000000000,285.17247311827936,93,285.0315416666666,240
2017-02-14 10:32:00-05:00,1487086320000000000,285.10868686868673,198,284.9416666666668,252
2017-02-14 10:33:00-05:00,1487086380000000000,285.1483088235293,136,284.97340579710163,138
2017-02-14 10:34:00-05:00,1487086440000000000,285.1973232323231,198,285.0257894736848,171
2017-02-14 10:35:00-05:00,1487086500000000000,284.4204557885139,1097,284.16304501323964,1133
2017-02-14 10:36:00-05:00,1487086560000000000,283.9280123266566,649,283.6851318458417,493
2017-02-14 10:37:00-05:00,1487086620000000000,284.1985904761904,525,283.9194460641401,343
2017-02-14 10:38:00-05:00,1487086680000000000,283.74019157088117,261,283.5375058275056,429
2017-02-14 10:39:00-05:00,1487086740000000000,283.90624434389144,221,283.63034013605454,147
2017-02-14 10:40:00-05:00,1487086800000000000,283.72089337175765,347,283.5882857142856,210
2017-02-14 10:41:00-05:00,1487086860000000000,283.26989795918365,294,283.05741626794287,418
2017-02-14 10:42:00-05:00,1487086920000000000,283.33134380453714,573,283.08892655367237,354
2017-02-14 10:43:00-05:00,1487086980000000000,283.34486899563325,458,283.1813953488373,172
2017-02-14 10:44:00-05:00,1487087040000000000,283.6073604060914,197,283.4129213483147,178
2017-02-14 10:45:00-05:00,1487087100000000000,283.39255319148907,235,283.25706161137475,211
2017-02-14 10:46:00-05:00,1487087160000000000,282.954797297297,296,282.7864814814815,594
2017-02-14 10:47:00-05:00,1487087220000000000,283.15766233766254,231,283.00827751196204,209
2017-02-14 10:48:00-05:00,1487087280000000000,283.4409645669287,508,283.29377118644095,236
2017-02-14 10:49:00-05:00,1487087340000000000,283.8035145385586,791,283.4819999999999,235
2017-02-14 10:50:00-05:00,1487087400000000000,284.03,107,283.900625,64
2017-02-14 10:51:00-05:00,1487087460000000000,284.2513750000002,240,284.1521276595744,188
2017-02-14 10:52:00-05:00,1487087520000000000,284.52983516483505,182,284.35161559888587,359
2017-02-14 10:53:00-05:00,1487087580000000000,284.20591836734724,196,284.0001470588242,204
2017-02-14 10:54:00-05:00,1487087640000000000,284.1139506172839,81,283.9387931034482,116
2017-02-14 10:55:00-05:00,1487087700000000000,284.42384279475993,229,284.2184466019418,103
2017-02-14 10:56:00-05:00,1487087760000000000,284.5028365384617,208,284.36481012658237,79
2017-02-14 10:57:00-05:00,1487087820000000000,284.79274456521694,368,284.6782186234821,247
2017-02-14 10:58:00-05:00,1487087880000000000,284.83013761467896,218,284.68720930232547,129
2017-02-14 10:59:00-05:00,1487087940000000000,284.72786982248476,169,284.5792307692306,117
2017-02-14 11:00:00-05:00,1487088000000000000,284.5734558823531,136,284.43586592178775,179
2017-02-14 11:01:00-05:00,1487088060000000000,284.4046067415728,89,284.26347222222205,72
2017-02-14 11:02:00-05:00,1487088120000000000,284.25226973684164,304,284.05281249999985,192
2017-02-14 11:03:00-05:00,1487088180000000000,284.0282105263159,285,283.91090361445794,166
2017-02-14 11:04:00-05:00,1487088240000000000,284.1015178571431,112,283.9943749999999,96
2017-02-14 11:05:00-05:00,1487088300000000000,284.16635036496365,274,283.9318918918918,222
2017-02-14 11:06:00-05:00,1487088360000000000,283.8992156862749,204,283.7487373737375,198
2017-02-14 11:07:00-05:00,1487088420000000000,283.63927835051544,97,283.53457516339864,153
2017-02-14 11:08:00-05:00,1487088480000000000,283.6702970297031,101,283.5389320388352,103
2017-02-14 11:09:00-05:00,1487088540000000000,283.66920212765945,188,283.54411111111096,180
2017-02-14 11:10:00-05:00,1487088600000000000,283.6386363636365,66,283.5293750000001,48
2017-02-14 11:11:00-05:00,1487088660000000000,283.6854109589042,146,283.58259036144597,166
2017-02-14 11:12:00-05:00,1487088720000000000,283.6005223880597,134,283.477913043478,115
2017-02-14 11:13:00-05:00,1487088780000000000,283.4649342105263,152,283.30129186602863,209
2017-02-14 11:14:00-05:00,1487088840000000000,283.3737790697673,172,283.26103825136613,183
2017-02-14 11:15:00-05:00,1487088900000000000,283.61049295774615,142,283.4627737226275,137
2017-02-14 11:16:00-05:00,1487088960000000000,283.4752396166135,313,283.34293785310734,177
2017-02-14 11:17:00-05:00,1487089020000000000,283.1498251748255,286,283.0406695464365,463
2017-02-14 11:18:00-05:00,1487089080000000000,283.0096475770926,227,282.85282258064547,124
2017-02-14 11:19:00-05:00,1487089140000000000,282.9450684931508,146,282.8075776397515,161
2017-02-14 11:20:00-05:00,1487089200000000000,283.3108304498269,289,283.1365927099832,1262
2017-02-14 11:21:00-05:00,1487089260000000000,283.56406060606076,165,283.4429411764707,102
2017-02-14 11:22:00-05:00,1487089320000000000,283.63902654867286,113,283.5302479338843,121
2017-02-14 11:23:00-05:00,1487089380000000000,283.7842424242427,132,283.56324786324814,117
2017-02-14 11:24:00-05:00,1487089440000000000,283.6675925925924,54,283.53516129032243,62
2017-02-14 11:25:00-05:00,1487089500000000000,283.6685106382979,94,283.57753086419746,81
2017-02-14 11:26:00-05:00,1487089560000000000,283.87288966725004,571,283.7546236559144,186
2017-02-14 11:27:00-05:00,1487089620000000000,283.8454545454546,99,283.6523157894737,95
2017-02-14 11:28:00-05:00,1487089680000000000,283.9092682926826,205,283.85509090909096,165
2017-02-14 11:29:00-05:00,1487089740000000000,284.376475409836,366,284.1843260188089,319
2017-02-14 11:30:00-05:00,1487089800000000000,284.39363143631437,369,284.26148148148144,162
2017-02-14 11:31:00-05:00,1487089860000000000,284.29305593451585,733,284.1103401360546,147
2017-02-14 11:32:00-05:00,1487089920000000000,284.6125721784778,381,284.41141868512125,289
2017-02-14 11:33:00-05:00,1487089980000000000,284.7994736842106,190,284.6039062499998,192
2017-02-14 11:34:00-05:00,1487090040000000000,284.85810918774985,751,284.68096969696967,165
2017-02-14 11:35:00-05:00,1487090100000000000,284.8929016393443,610,284.71410852713154,129
2017-02-14 11:36:00-05:00,1487090160000000000,284.742337278107,338,284.6243333333334,180
2017-02-14 11:37:00-05:00,1487090220000000000,284.7240963855422,83,284.5808602150539,93
2017-02-14 11:38:00-05:00,1487090280000000000,284.7644285714282,140,284.645,100
2017-02-14 11:39:00-05:00,1487090340000000000,284.60128571428567,140,284.49948905109545,137
2017-02-14 11:40:00-05:00,1487090400000000000,284.53334337349304,332,284.38630541872004,203
2017-02-14 11:41:00-05:00,1487090460000000000,284.3878504672896,107,284.29639175257716,97
2017-02-14 11:42:00-05:00,1487090520000000000,284.27494186046556,172,284.14121827411157,197
2017-02-14 11:43:00-05:00,1487090580000000000,284.1353636363636,110,284.0266906474822,139
2017-02-14 11:44:00-05:00,1487090640000000000,284.09939759036115,166,283.948757062147,177
2017-02-14 11:45:00-05:00,1487090700000000000,284.09135999999995,125,283.9154761904762,126
2017-02-14 11:46:00-05:00,1487090760000000000,283.8673443983403,241,283.6749999999997,288
2017-02-14 11:47:00-05:00,1487090820000000000,283.7496621621622,148,283.6246987951808,166
2017-02-14 11:48:00-05:00,1487090880000000000,283.7334782608697,46,283.6305000000002,40
2017-02-14 11:49:00-05:00,1487090940000000000,283.7656989247314,93,283.6513675213676,117
2017-02-14 11:50:00-05:00,1487091000000000000,283.6038216560508,157,283.4608173076921,208
2017-02-14 11:51:00-05:00,1487091060000000000,283.699318181818,88,283.5821348314606,89
2017-02-14 11:52:00-05:00,1487091120000000000,283.65243902439033,82,283.5619318181817,88
2017-02-14 11:53:00-05:00,1487091180000000000,283.8992631578947,95,283.7759459459461,74
2017-02-14 11:54:00-05:00,1487091240000000000,284.1742543859647,228,284.06777777777785,198
2017-02-14 11:55:00-05:00,1487091300000000000,284.29473118279594,93,284.1361333333334,75
2017-02-14 11:56:00-05:00,1487091360000000000,284.22919999999993,50,284.0919148936171,47
2017-02-14 11:57:00-05:00,1487091420000000000,284.0687654320986,81,283.9129629629629,54
2017-02-14 11:58:00-05:00,1487091480000000000,283.8546491228072,114,283.7329787234042,94
2017-02-14 11:59:00-05:00,1487091540000000000,283.79439716312055,141,283.6489189189191,111
2017-02-14 12:00:00-05:00,1487091600000000000,283.9406756756756,148,283.80464646464674,99
2017-02-14 12:01:00-05:00,1487091660000000000,283.93105263157906,57,283.7714705882353,34
2017-02-14 12:02:00-05:00,1487091720000000000,283.86173913043484,92,283.682643678161,87
2017-02-14 12:03:00-05:00,1487091780000000000,283.52180851063815,376,283.3862529274021,427
2017-02-14 12:04:00-05:00,1487091840000000000,283.46441558441603,154,283.2988429752067,121
2017-02-14 12:05:00-05:00,1487091900000000000,283.692906976744,86,283.5723076923077,91
2017-02-14 12:06:00-05:00,1487091960000000000,283.54935960591104,203,283.3276923076923,156
2017-02-14 12:07:00-05:00,1487092020000000000,283.58078125000014,64,283.4812307692307,65
2017-02-14 12:08:00-05:00,1487092080000000000,283.5045355191258,183,283.32818181818203,121
2017-02-14 12:09:00-05:00,1487092140000000000,283.4123225806452,155,283.2634482758621,116
2017-02-14 12:10:00-05:00,1487092200000000000,283.4757894736842,57,283.2847727272727,44
2017-02-14 12:11:00-05:00,1487092260000000000,283.3372946859906,207,283.12053811659206,223
2017-02-14 12:12:00-05:00,1487092320000000000,283.2625280898877,178,283.05222222222227,99
2017-02-14 12:13:00-05:00,1487092380000000000,283.2197872340427,141,283.01453172205436,331
2017-02-14 12:14:00-05:00,1487092440000000000,283.03147208121817,197,282.9393863636361,440
2017-02-14 12:15:00-05:00,1487092500000000000,283.1792380952381,105,282.94821656050925,157
2017-02-14 12:16:00-05:00,1487092560000000000,283.29681818181797,132,283.0953543307085,127
2017-02-14 12:17:00-05:00,1487092620000000000,283.2259677419353,62,283.0906593406595,91
2017-02-14 12:18:00-05:00,1487092680000000000,283.4424793388429,121,283.2530379746835,79
2017-02-14 12:19:00-05:00,1487092740000000000,283.2716867469879,83,283.1406250000003,112
2017-02-14 12:20:00-05:00,1487092800000000000,283.15021276595746,47,283.0289285714286,56
