Open,Close,High,Low,Volume,Previous_Close
422.89,424.21,424.42,422.22,2967,421.97
424.33,426.21,426.37,424.0,1917,421.97
426.0,425.87,426.63,424.77,1427,421.97
426.0,426.61,427.18,425.8,1039,421.97
426.63,428.11,428.35,426.5,1375,421.97
428.18,428.97,429.47,427.5,1528,421.97
428.96,428.51,429.3,428.1,949,421.97
428.53,429.22,430.28,428.46,1660,421.97
429.18,428.59,429.26,428.05,1032,421.97
428.61,428.89,429.09,428.29,847,421.97
428.99,429.61,430.5,428.85,1642,421.97
429.59,428.49,429.63,428.32,742,421.97
428.36,427.58,429.09,427.11,1010,421.97
427.62,426.98,428.22,426.66,1200,421.97
426.87,426.94,427.48,426.58,950,421.97
426.98,426.72,427.32,426.11,788,421.97
426.62,426.4,427.39,426.26,713,421.97
426.29,427.02,427.02,425.85,712,421.97
427.04,427.33,427.89,427.0,915,421.97
427.31,427.6,427.85,427.0,646,421.97
427.65,426.64,427.85,426.57,603,421.97
426.64,426.99,427.25,426.61,348,421.97
427.0,426.74,427.25,426.5,413,421.97
426.74,425.23,426.74,425.1,1077,421.97
425.3,425.18,425.47,424.7,960,421.97
425.18,425.34,425.63,424.95,512,421.97
425.28,425.78,426.0,425.04,664,421.97
425.69,424.72,425.9,424.6,454,421.97
424.67,425.78,425.98,424.62,469,421.97
425.91,425.99,426.34,425.61,498,421.97
426.19,425.6,426.36,425.4,486,421.97
425.53,424.47,425.64,424.36,412,421.97
424.54,424.27,425.18,424.21,431,421.97
424.3,424.74,424.85,424.15,342,421.97
424.7,423.86,424.75,423.64,488,421.97
423.96,424.29,424.47,423.92,322,421.97
424.2,423.93,424.44,423.37,462,421.97
424.07,423.73,424.15,423.0,484,421.97
423.4,424.06,424.15,423.3,593,421.97
424.01,424.46,424.55,423.81,452,421.97
424.54,424.64,425.07,424.35,619,421.97
424.56,424.79,424.96,424.5,296,421.97
424.85,424.23,424.85,424.02,292,421.97
424.29,424.7,424.92,424.28,333,421.97
424.81,424.9,425.39,424.71,513,421.97
424.98,424.54,425.27,424.18,378,421.97
424.51,423.3,424.51,423.13,570,421.97
423.5,423.23,423.57,423.1,403,421.97
423.34,423.08,423.74,422.81,590,421.97
423.08,423.81,423.82,423.04,354,421.97
423.68,424.08,424.15,423.63,509,421.97
424.15,423.95,424.28,423.8,287,421.97
423.98,423.73,424.03,423.35,240,421.97
423.8,424.4,424.6,423.77,432,421.97
424.41,423.77,424.43,423.71,265,421.97
423.82,423.96,424.26,423.53,252,421.97
423.87,424.18,424.63,423.82,257,421.97
424.25,424.77,425.05,424.25,537,421.97
424.73,424.88,425.2,424.62,197,421.97
424.96,425.84,426.0,424.86,557,421.97
425.76,425.7,426.01,425.43,421,421.97
425.72,426.42,426.49,425.22,556,421.97
426.48,426.7,427.0,426.28,750,421.97
426.78,426.74,426.93,426.34,383,421.97
426.7,426.85,427.37,426.64,423,421.97
426.83,426.61,427.0,426.25,411,421.97
426.6,426.17,426.6,425.83,405,421.97
426.15,426.09,426.35,425.93,260,421.97
426.16,426.28,426.68,426.08,282,421.97
426.31,426.74,426.74,426.05,261,421.97
426.7,426.97,427.0,426.43,367,421.97
426.95,426.81,427.0,426.79,273,421.97
426.88,427.72,427.72,426.35,623,421.97
427.66,428.22,428.3,427.66,811,421.97
428.27,428.46,428.82,428.15,696,421.97
428.44,429.03,429.27,428.26,836,421.97
429.06,428.97,429.27,428.85,487,421.97
428.9,428.52,429.12,428.33,551,421.97
428.46,428.33,428.58,427.92,576,421.97
428.26,427.81,428.26,427.7,405,421.97
427.85,428.01,428.13,427.71,442,421.97
428.0,428.45,428.9,427.9,549,421.97
428.35,428.48,428.6,427.71,307,421.97
428.42,427.58,428.46,427.35,427,421.97
427.63,427.75,427.89,427.51,191,421.97
427.77,427.76,428.01,427.29,233,421.97
427.7,427.36,427.75,427.09,179,421.97
427.54,427.75,428.17,427.33,299,421.97
427.8,428.31,428.4,427.73,290,421.97
428.33,428.75,428.8,428.24,431,421.97
428.78,428.84,429.03,428.54,543,421.97
428.76,430.24,430.27,428.62,1245,421.97
