Open,Close,High,Low,Volume,Previous_Close
431.75,429.69,431.75,428.63,4122,430.83
429.71,428.88,429.81,427.66,2094,430.83
428.88,429.18,430.69,428.08,1694,430.83
429.3,430.24,430.5,429.0,946,430.83
430.15,427.17,430.32,426.72,1894,430.83
427.2,426.32,427.9,425.75,2101,430.83
426.38,424.57,426.79,423.56,2391,430.83
424.72,424.27,424.9,423.34,1740,430.83
424.11,425.05,425.5,424.11,1744,430.83
425.05,424.67,425.5,424.11,1579,430.83
424.76,425.33,425.7,423.5,1984,430.83
425.41,425.52,426.3,424.8,2343,430.83
425.7,425.7,425.93,424.9,1122,430.83
425.55,425.15,426.01,424.61,1178,430.83
425.17,425.55,425.66,424.65,792,430.83
425.47,426.55,427.3,425.15,1864,430.83
426.5,426.54,427.3,426.0,1227,430.83
426.67,424.29,427.22,424.1,1930,430.83
424.23,422.06,424.34,421.77,2711,430.83
421.95,423.16,423.2,421.88,1179,430.83
423.09,423.24,423.33,422.11,924,430.83
423.17,420.54,423.33,420.45,1856,430.83
420.51,421.31,421.59,420.4,1565,430.83
421.46,421.9,422.29,421.39,894,430.83
421.82,421.9,422.8,421.8,834,430.83
421.9,423.17,423.2,421.73,830,430.83
423.24,423.7,423.98,422.88,1085,430.83
423.7,423.42,424.15,423.17,837,430.83
423.4,423.8,423.9,422.32,1084,430.83
423.9,424.04,424.61,423.69,1193,430.83
424.04,422.85,424.17,422.75,900,430.83
422.83,422.38,423.39,422.32,816,430.83
422.4,422.66,422.99,422.3,452,430.83
422.69,422.12,423.0,421.65,943,430.83
422.11,423.14,423.5,422.1,848,430.83
423.14,423.54,423.87,422.56,766,430.83
423.7,423.64,423.97,423.0,475,430.83
423.7,424.1,424.4,423.52,673,430.83
424.12,423.45,424.2,423.34,667,430.83
423.41,422.72,423.75,422.06,868,430.83
422.71,423.2,423.38,422.34,648,430.83
423.38,423.42,424.08,423.0,526,430.83
423.43,423.71,424.24,423.11,719,430.83
423.63,423.28,423.98,423.05,369,430.83
423.48,423.28,423.79,423.03,381,430.83
423.26,422.71,423.33,422.2,745,430.83
422.66,421.91,422.66,421.55,1001,430.83
421.7,422.01,422.45,421.7,716,430.83
422.0,422.78,422.99,421.7,434,430.83
422.74,422.45,422.79,422.14,530,430.83
422.43,422.8,423.2,422.32,464,430.83
422.89,422.68,423.3,422.64,521,430.83
422.68,423.1,423.1,422.52,431,430.83
423.06,423.58,423.67,422.74,422,430.83
423.58,423.0,423.87,422.92,715,430.83
423.06,423.12,423.5,422.91,500,430.83
423.12,421.86,423.2,421.86,916,430.83
421.86,421.8,422.06,421.07,870,430.83
421.85,421.89,422.0,421.2,623,430.83
422.0,422.22,422.26,421.69,726,430.83
422.24,422.19,422.39,421.62,671,430.83
422.13,422.56,422.69,421.9,506,430.83
422.55,423.44,423.46,422.55,599,430.83
423.45,424.75,425.11,423.0,1492,430.83
424.78,424.74,425.24,424.5,1050,430.83
424.65,425.11,425.16,424.34,1043,430.83
425.14,424.65,425.2,424.32,770,430.83
424.6,423.63,424.75,423.37,869,430.83
423.68,423.69,423.99,423.3,415,430.83
423.82,424.08,424.35,423.69,382,430.83
424.09,423.0,424.24,422.8,525,430.83
422.87,422.52,423.22,422.5,586,430.83
422.56,421.88,422.95,421.5,1160,430.83
421.85,422.02,422.31,421.53,537,430.83
422.13,422.49,422.68,422.02,476,430.83
422.5,422.98,423.36,422.49,374,430.83
422.9,422.57,423.08,422.39,220,430.83
422.58,422.21,422.7,422.02,323,430.83
422.17,422.48,422.59,421.72,673,430.83
422.49,422.55,422.95,422.2,371,430.83
422.58,422.89,423.0,422.2,396,430.83
422.98,423.54,423.66,422.8,487,430.83
423.6,422.87,423.6,422.57,446,430.83
422.86,422.8,423.2,422.58,260,430.83
422.84,422.42,422.93,422.1,307,430.83
422.35,421.93,422.74,421.8,535,430.83
421.95,422.94,423.15,421.95,381,430.83
422.85,422.76,422.96,422.37,212,430.83
422.78,422.6,423.49,422.58,529,430.83
422.78,422.56,423.48,422.5,303,430.83
422.41,421.62,422.84,421.53,702,430.83
421.63,421.75,421.98,421.39,849,430.83
421.83,421.24,421.83,420.7,1180,430.83
421.32,421.21,421.47,420.68,885,430.83
421.22,421.88,421.97,420.8,763,430.83
421.71,421.72,421.79,421.0,568,430.83
421.72,421.31,421.99,421.0,859,430.83
421.31,421.61,421.81,421.16,626,430.83
421.57,422.5,422.5,421.3,922,430.83
422.5,422.81,423.05,422.47,964,430.83
422.82,423.14,423.31,422.52,451,430.83
423.1,422.96,423.2,422.69,347,430.83
423.01,422.92,423.55,422.86,534,430.83
422.92,422.94,423.11,422.64,430,430.83
422.94,422.99,423.37,422.73,392,430.83
422.91,423.26,423.3,422.8,270,430.83
423.22,423.42,423.48,423.13,424,430.83
423.46,422.7,424.15,422.64,1301,430.83
422.81,422.39,422.94,422.25,329,430.83
422.43,422.67,422.75,422.25,316,430.83
422.7,422.14,422.88,421.89,644,430.83
422.04,422.34,422.52,422.03,201,430.83
422.44,422.8,422.8,422.16,266,430.83
422.74,423.3,423.47,422.73,505,430.83
423.29,423.17,423.54,423.08,281,430.83
423.25,423.41,423.62,423.1,198,430.83
423.46,423.69,423.98,423.43,387,430.83
423.73,424.36,424.41,423.32,643,430.83
424.38,424.33,424.41,423.83,564,430.83
424.33,423.85,424.58,423.82,799,430.83
424.04,424.1,424.17,423.9,363,430.83
424.1,424.21,424.3,423.98,592,430.83
424.12,424.1,424.2,423.68,308,430.83
424.19,424.89,425.24,424.12,784,430.83
424.93,423.75,425.05,423.68,773,430.83
423.87,423.21,423.87,423.1,696,430.83
423.33,422.36,423.53,422.28,928,430.83
422.35,422.79,423.0,422.29,594,430.83
422.81,422.82,423.0,422.7,187,430.83
422.82,422.79,423.22,422.63,290,430.83
422.79,423.01,423.33,422.63,280,430.83
422.82,422.76,423.08,422.51,319,430.83
422.8,422.98,422.98,422.42,226,430.83
422.92,422.88,422.99,422.55,210,430.83
422.92,423.32,423.46,422.71,261,430.83
423.35,423.72,424.0,423.2,395,430.83
423.72,423.7,423.74,423.39,170,430.83
423.68,423.76,424.1,423.66,366,430.83
423.72,423.64,423.82,423.56,156,430.83
423.6,423.7,423.73,423.35,244,430.83
423.7,423.43,423.95,423.35,299,430.83
423.33,423.58,423.79,423.0,339,430.83
423.68,424.09,424.24,423.57,385,430.83
424.07,423.85,424.08,423.68,196,430.83
423.87,423.54,424.05,423.42,288,430.83
423.55,423.69,423.9,423.54,180,430.83
423.64,423.63,423.93,423.51,182,430.83
423.66,424.17,424.38,423.65,286,430.83
424.19,424.29,424.56,423.95,443,430.83
424.3,424.56,424.56,424.07,434,430.83
424.55,424.18,424.65,423.81,317,430.83
424.25,424.41,424.5,423.98,257,430.83
424.41,424.52,424.88,424.25,340,430.83
424.57,424.72,424.87,424.5,279,430.83
424.68,424.49,424.71,424.45,230,430.83
424.52,424.34,424.6,424.18,358,430.83
424.37,424.38,424.56,424.25,250,430.83
424.38,423.98,424.43,423.9,307,430.83
423.93,423.63,424.35,423.6,217,430.83
423.89,423.79,423.89,423.6,216,430.83
423.88,423.65,423.95,423.5,217,430.83
423.72,424.0,424.13,423.71,175,430.83
424.0,424.04,424.1,423.8,150,430.83
424.0,424.11,424.25,423.87,200,430.83
423.91,423.85,423.98,423.61,194,430.83
423.88,423.93,424.29,423.77,346,430.83
424.07,424.14,424.29,423.83,232,430.83
424.22,424.9,425.11,424.21,854,430.83
424.84,424.72,424.99,424.41,419,430.83
424.72,424.44,424.88,424.36,272,430.83
424.51,424.62,424.8,424.31,327,430.83
424.67,424.63,424.67,424.42,361,430.83
424.61,424.13,424.69,423.87,367,430.83
424.18,424.22,424.5,424.1,177,430.83
424.15,424.11,424.3,423.91,133,430.83
424.1,424.37,424.44,424.02,173,430.83
424.44,424.27,424.47,424.16,226,430.83
424.2,423.45,424.25,423.24,549,430.83
423.6,423.58,423.8,423.4,215,430.83
423.56,423.59,423.72,423.47,168,430.83
423.57,423.23,423.69,423.08,212,430.83
423.28,422.59,423.68,422.52,500,430.83
422.67,422.23,422.69,421.75,927,430.83
422.27,423.01,423.31,422.05,429,430.83
423.1,423.43,423.75,423.0,506,430.83
423.57,423.13,423.67,422.94,327,430.83
423.05,422.7,423.29,422.55,241,430.83
422.7,422.62,422.99,422.32,316,430.83
422.69,421.86,422.7,421.8,543,430.83
421.81,422.5,422.8,421.81,354,430.83
422.51,422.72,422.86,422.51,163,430.83
422.75,422.77,422.99,422.58,189,430.83
422.8,423.28,423.28,422.79,179,430.83
423.28,423.29,423.33,423.07,254,430.83
423.21,423.25,423.5,422.9,306,430.83
423.28,423.26,423.63,423.07,277,430.83
423.21,423.25,423.3,422.76,223,430.83
423.23,423.23,423.4,422.97,165,430.83
423.25,423.28,423.44,423.0,144,430.83
423.35,423.08,423.35,422.87,208,430.83
423.01,422.58,423.01,422.38,365,430.83
422.74,422.76,422.94,422.64,235,430.83
422.9,424.14,424.35,422.9,564,430.83
424.11,424.32,424.45,423.71,428,430.83
424.3,424.24,424.41,423.76,289,430.83
424.21,423.93,424.31,423.6,300,430.83
423.99,425.45,425.45,423.92,1026,430.83
425.45,426.41,426.6,425.45,1184,430.83
426.53,426.17,426.68,426.02,568,430.83
426.2,426.3,426.3,425.77,426,430.83
426.2,426.97,427.19,425.89,1188,430.83
426.93,426.9,427.27,426.76,781,430.83
426.98,427.05,427.27,426.76,499,430.83
427.02,426.68,427.3,426.51,895,430.83
426.75,426.56,427.19,426.5,429,430.83
426.58,426.86,427.0,426.45,434,430.83
426.77,426.16,426.77,426.1,491,430.83
426.08,426.0,426.31,425.81,511,430.83
425.99,425.86,426.36,425.73,382,430.83
425.92,426.29,426.34,425.82,306,430.83
426.25,426.07,426.59,425.7,346,430.83
426.01,426.29,426.29,425.86,324,430.83
426.23,427.18,427.28,426.19,441,430.83
427.28,427.58,427.89,427.03,914,430.83
427.56,427.56,427.8,427.45,354,430.83
427.59,428.64,428.7,427.55,1038,430.83
428.66,428.54,428.84,428.28,669,430.83
428.55,428.42,429.05,428.33,805,430.83
428.47,428.31,428.5,428.08,538,430.83
428.31,428.77,428.92,428.31,451,430.83
428.72,428.17,428.72,427.93,429,430.83
428.19,428.05,428.3,427.87,479,430.83
428.01,427.91,428.09,427.65,323,430.83
427.92,427.65,427.99,427.45,316,430.83
427.65,427.33,427.72,427.01,391,430.83
