Open,Close,High,Low,Volume,Previous_Close
70.38,70.41,70.43,70.22,7178,69.77
70.42,70.48,70.53,70.3,3058,69.77
70.5,70.54,70.66,70.43,4247,69.77
70.5,70.62,70.69,70.46,3084,69.77
70.63,70.64,70.66,70.47,3215,69.77
70.62,70.52,70.71,70.5,4346,69.77
70.54,70.56,70.63,70.5,1598,69.77
70.56,70.52,70.59,70.42,1842,69.77
70.5,70.57,70.6,70.48,833,69.77
70.56,70.8,70.85,70.53,4015,69.77
70.8,70.75,70.89,70.73,3799,69.77
70.79,70.77,70.82,70.71,2005,69.77
70.77,70.82,70.84,70.68,1627,69.77
70.83,70.98,70.98,70.8,2903,69.77
70.95,71.01,71.02,70.94,4075,69.77
70.99,70.94,71.03,70.94,3507,69.77
70.97,70.95,70.99,70.92,1738,69.77
70.94,71.06,71.08,70.94,2599,69.77
71.04,71.09,71.16,71.04,4136,69.77
71.07,71.08,71.1,71.05,1825,69.77
71.1,71.15,71.16,71.06,2176,69.77
71.16,71.19,71.24,71.13,4363,69.77
71.19,71.29,71.35,71.12,3631,69.77
71.27,71.37,71.4,71.26,3579,69.77
71.37,71.35,71.39,71.34,2646,69.77
71.38,71.38,71.41,71.35,2058,69.77
71.36,71.28,71.4,71.23,2068,69.77
71.27,71.32,71.39,71.26,1772,69.77
71.31,71.34,71.37,71.28,2321,69.77
71.32,71.29,71.37,71.28,1351,69.77
71.3,71.36,71.4,71.28,1487,69.77
71.33,71.38,71.44,71.32,2851,69.77
71.37,71.34,71.38,71.3,1014,69.77
71.34,71.16,71.34,71.14,1916,69.77
71.15,71.25,71.28,71.15,1090,69.77
71.24,71.16,71.26,71.16,846,69.77
71.17,71.22,71.24,71.11,2168,69.77
71.22,71.25,71.32,71.13,2388,69.77
71.3,71.28,71.3,71.22,1479,69.77
71.28,71.31,71.32,71.24,769,69.77
71.29,71.32,71.35,71.29,1393,69.77
71.32,71.2,71.33,71.17,974,69.77
71.17,71.08,71.2,71.08,2228,69.77
71.13,71.06,71.14,71.03,1497,69.77
71.06,71.01,71.06,70.97,1541,69.77
71.01,70.98,71.04,70.98,868,69.77
70.98,71.08,71.1,70.98,737,69.77
71.08,71.06,71.09,71.03,314,69.77
71.07,71.17,71.18,71.05,1127,69.77
71.12,71.16,71.23,71.12,1041,69.77
71.15,71.17,71.18,71.15,427,69.77
71.16,71.09,71.21,71.09,1025,69.77
71.12,71.14,71.15,71.08,659,69.77
71.14,71.23,71.23,71.14,776,69.77
71.22,71.24,71.27,71.22,745,69.77
71.25,71.26,71.28,71.21,716,69.77
71.25,71.21,71.27,71.19,478,69.77
71.21,71.22,71.22,71.19,363,69.77
71.22,71.26,71.3,71.22,699,69.77
71.26,71.24,71.27,71.21,552,69.77
71.24,71.19,71.24,71.17,822,69.77
71.2,71.18,71.22,71.17,597,69.77
71.2,71.1,71.2,71.08,848,69.77
71.1,71.06,71.14,71.05,864,69.77
71.1,71.06,71.11,71.02,1249,69.77
71.06,71.12,71.12,71.03,572,69.77
71.11,71.15,71.17,71.1,384,69.77
71.15,71.07,71.16,71.07,229,69.77
71.07,71.11,71.11,71.06,381,69.77
71.11,71.1,71.14,71.1,147,69.77
71.1,71.11,71.13,71.08,218,69.77
71.13,71.11,71.13,71.09,276,69.77
71.11,71.12,71.15,71.11,301,69.77
71.13,71.05,71.13,71.05,443,69.77
71.09,71.07,71.09,71.04,552,69.77
71.08,71.05,71.09,71.05,561,69.77
71.06,71.06,71.07,71.04,681,69.77
71.06,71.04,71.08,71.03,322,69.77
71.04,71.02,71.04,71.01,715,69.77
71.01,71.03,71.07,71.01,495,69.77
71.04,71.05,71.05,70.98,848,69.77
71.05,71.04,71.12,71.0,1638,69.77
71.04,70.94,71.05,70.92,1165,69.77
70.93,70.88,70.96,70.83,1441,69.77
70.88,70.86,70.92,70.86,554,69.77
70.88,70.94,70.94,70.86,584,69.77
70.93,70.97,70.97,70.92,1403,69.77
70.97,70.97,70.99,70.95,497,69.77
70.97,70.86,70.98,70.86,1027,69.77
70.86,70.84,70.88,70.8,742,69.77
70.84,70.87,70.89,70.82,552,69.77
70.89,70.8,70.89,70.76,1666,69.77
70.8,70.8,70.81,70.76,1039,69.77
70.8,70.67,70.81,70.65,1615,69.77
70.67,70.72,70.72,70.65,956,69.77
70.69,70.81,70.84,70.69,1429,69.77
70.81,70.8,70.82,70.75,589,69.77
70.79,70.82,70.84,70.79,373,69.77
70.82,70.89,70.91,70.82,1108,69.77
70.89,71.05,71.05,70.89,1664,69.77
71.04,70.95,71.05,70.94,664,69.77
70.95,70.97,70.97,70.85,422,69.77
70.97,70.99,71.0,70.94,324,69.77
70.99,70.98,70.99,70.96,241,69.77
70.97,70.96,70.98,70.95,232,69.77
70.96,70.97,70.99,70.96,236,69.77
70.97,70.94,70.97,70.86,412,69.77
70.94,70.93,70.94,70.9,165,69.77
70.93,70.96,70.98,70.91,205,69.77
70.96,71.09,71.1,70.96,907,69.77
71.09,71.06,71.11,71.05,753,69.77
71.06,70.99,71.07,70.99,309,69.77
71.0,71.04,71.08,70.99,404,69.77
71.04,71.08,71.09,71.04,250,69.77
71.08,71.11,71.12,71.07,612,69.77
71.11,71.14,71.17,71.11,809,69.77
71.14,71.06,71.17,71.04,634,69.77
71.06,71.1,71.11,71.06,141,69.77
71.1,71.07,71.11,71.06,296,69.77
71.07,71.12,71.12,71.07,395,69.77
71.09,71.15,71.15,71.09,656,69.77
71.14,71.12,71.15,71.09,382,69.77
71.12,71.12,71.13,71.07,304,69.77
71.13,71.13,71.15,71.1,402,69.77
71.13,71.06,71.13,71.05,164,69.77
71.06,71.02,71.08,71.02,427,69.77
71.05,71.0,71.05,70.98,543,69.77
71.0,71.05,71.06,71.0,172,69.77
71.05,71.04,71.08,71.04,179,69.77
71.04,71.08,71.1,71.04,153,69.77
71.08,71.09,71.1,71.07,161,69.77
71.09,71.07,71.1,71.04,176,69.77
71.07,71.09,71.11,71.07,114,69.77
71.09,71.06,71.1,71.05,225,69.77
71.06,71.06,71.1,71.04,325,69.77
71.07,71.06,71.07,71.05,227,69.77
71.06,71.04,71.07,71.02,35,69.77
71.04,71.02,71.07,71.02,68,69.77
71.02,71.02,71.05,71.01,129,69.77
71.02,70.99,71.02,70.98,270,69.77
70.99,70.98,71.0,70.94,361,69.77
70.98,71.02,71.04,70.98,307,69.77
71.02,71.08,71.09,71.02,158,69.77
71.08,71.01,71.13,71.01,642,69.77
71.01,71.04,71.09,71.01,145,69.77
71.04,70.99,71.05,70.97,228,69.77
71.0,71.03,71.03,70.97,236,69.77
71.02,71.05,71.06,71.01,268,69.77
71.05,70.99,71.05,70.95,287,69.77
70.99,71.03,71.04,70.98,117,69.77
71.03,71.04,71.04,70.98,245,69.77
71.02,71.02,71.05,71.01,440,69.77
71.02,71.0,71.03,70.99,71,69.77
71.0,71.03,71.03,71.0,75,69.77
71.03,71.01,71.05,71.01,147,69.77
71.01,71.01,71.01,70.99,70,69.77
71.01,71.05,71.07,71.01,359,69.77
71.05,71.09,71.09,71.04,306,69.77
71.08,71.09,71.11,71.07,216,69.77
71.09,71.09,71.11,71.07,165,69.77
71.09,71.08,71.11,71.07,74,69.77
71.08,71.1,71.1,71.07,101,69.77
71.1,71.11,71.11,71.06,109,69.77
71.11,71.08,71.11,71.08,15,69.77
71.08,71.06,71.08,71.04,116,69.77
71.06,71.09,71.11,71.06,170,69.77
71.09,71.1,71.1,71.07,87,69.77
71.1,71.08,71.11,71.08,264,69.77
71.08,71.06,71.09,71.06,77,69.77
71.06,71.08,71.08,71.06,187,69.77
71.08,71.11,71.13,71.08,278,69.77
71.11,71.12,71.13,71.11,130,69.77
71.12,71.14,71.14,71.1,155,69.77
71.14,71.08,71.15,71.07,220,69.77
71.08,71.06,71.08,71.06,132,69.77
71.06,71.02,71.06,71.02,380,69.77
71.03,71.06,71.06,71.02,100,69.77
71.06,71.06,71.1,71.06,188,69.77
71.06,71.07,71.09,71.06,190,69.77
71.07,71.03,71.08,71.03,364,69.77
71.04,71.01,71.05,71.0,575,69.77
71.01,71.04,71.05,71.01,192,69.77
71.04,71.08,71.1,71.04,253,69.77
71.08,71.09,71.1,71.06,186,69.77
71.09,71.06,71.09,71.06,111,69.77
71.06,71.1,71.12,71.06,235,69.77
71.12,71.11,71.12,71.09,195,69.77
