Open,Close,High,Low,Volume,Previous_Close
57.17,56.89,57.34,56.81,10183,56.94
56.93,57.16,57.18,56.77,5079,56.94
57.15,57.28,57.3,57.07,3497,56.94
57.19,57.62,57.68,57.19,7554,56.94
57.52,57.54,57.65,57.51,4196,56.94
57.6,57.46,57.62,57.43,3504,56.94
57.46,57.4,57.5,57.31,2888,56.94
57.36,57.38,57.41,57.26,3808,56.94
57.3,57.44,57.46,57.26,4000,56.94
57.37,57.45,57.46,57.35,2813,56.94
57.4,57.38,57.47,57.35,1852,56.94
57.37,57.07,57.38,57.05,2646,56.94
57.13,57.1,57.16,57.03,2541,56.94
57.08,57.24,57.29,57.07,2757,56.94
57.21,57.29,57.34,57.19,1911,56.94
57.28,57.49,57.53,57.27,2574,56.94
57.34,57.72,57.76,57.34,7632,56.94
57.74,57.7,57.79,57.67,4129,56.94
57.72,57.65,57.76,57.64,2460,56.94
57.7,57.57,57.72,57.5,1713,56.94
57.5,57.64,57.68,57.5,1427,56.94
57.63,57.66,57.73,57.6,1619,56.94
57.68,57.62,57.71,57.62,1375,56.94
57.64,57.66,57.69,57.55,951,56.94
57.64,57.69,57.76,57.64,2481,56.94
57.71,57.7,57.76,57.64,1708,56.94
57.69,57.69,57.77,57.67,1279,56.94
57.74,57.62,57.74,57.58,1836,56.94
57.66,57.6,57.68,57.52,1421,56.94
57.57,57.61,57.62,57.52,1307,56.94
57.56,57.73,57.73,57.56,1213,56.94
57.65,57.68,57.73,57.65,1720,56.94
57.7,57.77,57.78,57.67,1497,56.94
57.72,57.8,57.89,57.71,2781,56.94
57.83,57.82,57.86,57.77,1273,56.94
57.82,57.8,57.85,57.73,1188,56.94
57.76,57.78,57.84,57.74,1076,56.94
57.81,57.77,57.82,57.75,868,56.94
57.78,57.73,57.8,57.7,1659,56.94
57.72,57.73,57.76,57.7,1846,56.94
57.7,57.79,57.82,57.7,1430,56.94
57.8,57.92,57.93,57.78,2388,56.94
57.93,57.86,57.93,57.85,1581,56.94
57.92,57.86,57.92,57.8,1160,56.94
57.86,58.11,58.14,57.85,4487,56.94
57.98,58.16,58.2,57.97,5669,56.94
58.14,58.1,58.22,58.05,3704,56.94
58.11,58.24,58.25,58.09,2354,56.94
