Open,Close,High,Low,Volume,Previous_Close
62.25,62.02,62.32,61.95,6821,61.82
62.2,61.3,62.2,61.3,5351,61.82
61.72,60.78,61.72,60.78,10061,61.82
61.05,61.09,61.13,60.66,8311,61.82
60.91,60.71,61.15,60.68,5403,61.82
60.91,60.57,60.94,60.52,7373,61.82
60.69,61.01,61.04,60.54,6467,61.82
60.95,61.1,61.14,60.8,5315,61.82
60.96,61.03,61.24,60.92,7428,61.82
61.23,61.0,61.23,60.85,4734,61.82
60.91,61.1,61.16,60.91,3325,61.82
61.09,60.79,61.16,60.72,4104,61.82
60.83,60.62,60.88,60.61,4362,61.82
60.66,60.68,60.91,60.57,4400,61.82
60.72,60.91,60.91,60.61,2423,61.82
60.73,60.77,60.99,60.69,2927,61.82
60.96,60.76,60.96,60.69,2034,61.82
60.74,60.8,60.91,60.74,1016,61.82
60.84,61.09,61.1,60.76,2763,61.82
60.9,61.05,61.22,60.9,4144,61.82
61.17,61.2,61.24,61.02,2974,61.82
61.15,61.2,61.33,61.12,2696,61.82
61.21,61.0,61.24,60.94,2159,61.82
61.18,61.05,61.25,60.94,2511,61.82
61.11,61.13,61.2,61.01,1780,61.82
61.09,61.04,61.2,61.03,2359,61.82
61.06,60.95,61.12,60.84,1630,61.82
60.85,61.06,61.07,60.84,1685,61.82
61.03,61.16,61.18,61.0,1080,61.82
61.1,61.23,61.33,61.1,2281,61.82
61.21,61.06,61.33,61.01,3093,61.82
61.14,60.96,61.14,60.92,2216,61.82
60.97,60.9,61.02,60.89,2424,61.82
60.98,60.74,61.01,60.65,2989,61.82
60.81,60.77,60.84,60.65,4125,61.82
60.75,60.84,60.86,60.66,2324,61.82
60.74,60.83,60.94,60.74,2283,61.82
60.9,60.73,60.91,60.68,2528,61.82
60.71,60.7,60.73,60.63,1716,61.82
60.66,60.65,60.71,60.6,3678,61.82
60.6,60.83,60.86,60.6,2556,61.82
60.79,60.83,60.89,60.79,1782,61.82
60.85,60.75,60.89,60.73,2315,61.82
60.77,60.47,60.78,60.44,4086,61.82
60.46,60.44,60.56,60.4,4727,61.82
60.54,60.47,60.56,60.4,5012,61.82
60.42,60.19,60.47,60.19,5168,61.82
60.43,60.22,60.43,60.09,5013,61.82
60.26,60.2,60.3,60.11,3963,61.82
60.26,60.35,60.4,60.15,2857,61.82
60.32,60.38,60.66,60.31,3999,61.82
60.5,60.25,60.5,60.2,2305,61.82
60.29,60.44,60.5,60.2,2084,61.82
60.45,60.34,60.5,60.3,1259,61.82
60.41,60.52,60.58,60.3,1665,61.82
60.44,60.46,60.58,60.43,3318,61.82
60.48,60.51,60.58,60.38,2686,61.82
60.54,60.73,60.74,60.48,2090,61.82
60.62,60.86,60.89,60.62,3055,61.82
60.83,60.75,60.92,60.75,2249,61.82
60.87,60.73,60.88,60.67,1449,61.82
60.75,60.62,60.76,60.54,1562,61.82
60.58,60.6,60.66,60.46,2213,61.82
60.6,60.68,60.68,60.55,972,61.82
60.6,60.53,60.7,60.49,1249,61.82
60.57,60.64,60.66,60.49,968,61.82
60.59,60.6,60.7,60.54,1929,61.82
60.64,60.62,60.68,60.57,1919,61.82
60.62,60.42,60.62,60.4,1935,61.82
60.5,60.34,60.51,60.27,2723,61.82
60.35,60.55,60.55,60.23,1723,61.82
60.46,60.66,60.79,60.45,1331,61.82
60.74,60.76,60.78,60.58,1084,61.82
60.62,60.84,60.85,60.62,1848,61.82
60.8,60.76,60.85,60.75,1683,61.82
60.78,60.73,60.86,60.73,1303,61.82
60.77,60.81,60.82,60.7,937,61.82
60.77,60.99,61.02,60.77,1520,61.82
60.84,60.9,61.06,60.84,2159,61.82
60.94,60.99,61.05,60.86,1729,61.82
60.95,60.92,61.05,60.91,1361,61.82
60.94,60.93,60.98,60.91,787,61.82
60.95,60.78,60.95,60.76,2840,61.82
60.85,61.05,61.07,60.76,4681,61.82
60.94,61.04,61.07,60.93,2572,61.82
61.04,61.17,61.2,61.0,2534,61.82
61.02,61.34,61.4,61.02,4321,61.82
61.38,61.38,61.43,61.29,1993,61.82
61.36,61.26,61.39,61.26,2259,61.82
61.36,61.45,61.45,61.26,2294,61.82
61.29,61.29,61.45,61.28,1974,61.82
61.36,61.35,61.4,61.25,2873,61.82
61.31,61.29,61.4,61.27,2968,61.82
61.29,61.11,61.32,61.09,2448,61.82
61.14,61.14,61.21,61.06,1750,61.82
61.14,61.15,61.18,61.06,1674,61.82
61.14,60.96,61.18,60.94,1545,61.82
61.09,61.1,61.12,60.94,1885,61.82
60.98,60.95,61.14,60.9,1577,61.82
61.07,60.76,61.07,60.75,2051,61.82
60.91,60.84,60.95,60.75,1300,61.82
60.9,60.97,60.98,60.84,722,61.82
60.87,61.0,61.11,60.87,1063,61.82
60.94,61.05,61.1,60.94,674,61.82
61.08,60.92,61.1,60.88,808,61.82
60.94,60.79,60.97,60.79,1371,61.82
60.87,60.81,60.89,60.67,2366,61.82
60.74,60.77,60.91,60.69,1750,61.82
60.73,60.66,60.89,60.65,1704,61.82
60.75,60.64,60.79,60.59,1983,61.82
60.62,60.67,60.72,60.54,1609,61.82
60.6,60.52,60.69,60.51,2178,61.82
60.66,60.55,60.67,60.5,1960,61.82
60.62,60.58,60.63,60.44,1661,61.82
60.48,60.8,60.82,60.47,2681,61.82
60.61,60.83,60.94,60.58,2426,61.82
60.86,60.77,60.86,60.65,1793,61.82
60.65,60.44,60.77,60.43,2706,61.82
60.5,60.5,60.58,60.43,2654,61.82
60.52,60.55,60.72,60.46,1800,61.82
60.63,60.51,60.64,60.44,2619,61.82
60.46,60.43,60.6,60.4,1855,61.82
60.46,60.47,60.51,60.36,1783,61.82
60.46,60.62,60.77,60.39,3112,61.82
60.65,60.53,60.67,60.47,3124,61.82
60.53,60.42,60.58,60.4,3228,61.82
60.42,60.35,60.49,60.31,4049,61.82
60.4,60.3,60.41,60.27,4744,61.82
60.31,60.44,60.45,60.27,6098,61.82
60.38,60.31,60.45,60.3,6169,61.82
