Open,Close,High,Low,Volume,Previous_Close
59.26,59.79,59.98,59.25,9960,58.96
59.78,59.89,59.95,59.48,8100,58.96
59.75,60.02,60.11,59.69,8807,58.96
60.04,59.65,60.1,59.5,6986,58.96
59.63,59.49,59.76,59.4,6459,58.96
59.7,59.7,59.79,59.4,6275,58.96
59.62,59.69,59.87,59.62,2920,58.96
59.64,59.45,59.72,59.45,3670,58.96
59.6,59.67,59.7,59.45,2980,58.96
59.65,59.37,59.7,59.31,4762,58.96
59.45,59.41,59.51,59.31,3921,58.96
59.45,59.4,59.52,59.37,1910,58.96
59.4,59.63,59.68,59.37,2178,58.96
59.5,59.72,59.73,59.49,3241,58.96
59.63,59.79,59.89,59.63,5715,58.96
59.73,59.82,59.86,59.7,3129,58.96
59.78,59.92,59.92,59.73,2741,58.96
59.79,59.67,59.94,59.61,3098,58.96
59.69,59.81,59.83,59.61,2787,58.96
59.77,59.74,59.83,59.7,3448,58.96
59.72,59.57,59.83,59.54,3570,58.96
59.67,59.68,59.7,59.54,1689,58.96
59.61,59.55,59.7,59.51,1205,58.96
59.58,59.59,59.61,59.51,1054,58.96
59.59,59.55,59.61,59.4,1336,58.96
59.44,59.65,59.67,59.4,1403,58.96
59.62,59.78,59.78,59.62,1352,58.96
59.72,59.76,59.86,59.65,2183,58.96
59.68,59.82,59.85,59.65,1485,58.96
59.78,59.97,60.0,59.72,2798,58.96
59.92,59.97,60.0,59.86,3991,58.96
59.95,59.83,60.02,59.79,5590,58.96
59.85,59.99,60.0,59.79,2036,58.96
59.9,60.18,60.26,59.87,8090,58.96
60.11,60.1,60.27,60.07,5061,58.96
60.15,60.16,60.17,59.95,4470,58.96
60.14,60.28,60.29,60.04,4698,58.96
60.18,60.31,60.39,60.04,5855,58.96
60.28,60.33,60.53,60.24,8314,58.96
60.5,60.19,60.53,60.12,4836,58.96
60.46,60.29,60.46,60.12,3835,58.96
60.25,60.35,60.39,60.22,1569,58.96
60.35,60.36,60.42,60.26,2427,58.96
60.34,56.74,60.43,56.55,30609,58.96
60.36,57.68,60.36,56.4,66506,58.96
57.34,57.4,58.68,57.04,40938,58.96
57.62,56.75,57.85,56.25,37322,58.96
56.31,55.55,57.46,55.33,42912,58.96
55.9,55.75,56.0,55.1,39428,58.96
55.54,56.66,56.7,55.41,28474,58.96
56.43,56.11,56.8,55.94,22089,58.96
56.31,56.86,56.88,55.94,17788,58.96
56.55,56.76,56.98,56.54,16341,58.96
56.64,56.57,56.98,56.44,9860,58.96
56.61,56.33,56.86,56.28,14395,58.96
56.73,56.17,56.73,56.12,13395,58.96
56.27,56.3,56.4,56.06,10317,58.96
56.23,56.52,56.7,56.1,8867,58.96
56.64,56.37,56.65,56.3,4937,58.96
56.36,56.55,56.63,56.24,4085,58.96
56.35,56.14,56.63,56.08,6290,58.96
56.13,56.2,56.34,56.08,4351,58.96
56.21,56.15,56.28,56.08,4141,58.96
56.19,55.51,56.28,55.42,13120,58.96
55.66,55.69,55.78,55.33,12186,58.96
55.48,55.83,55.85,55.47,6571,58.96
55.65,55.58,55.89,55.55,4677,58.96
55.73,55.72,55.84,55.51,5163,58.96
55.71,55.86,56.2,55.61,6742,58.96
55.95,55.83,56.08,55.75,4251,58.96
55.84,56.09,56.29,55.75,8968,58.96
55.83,56.71,56.9,55.83,26599,58.96
56.67,56.87,56.91,56.56,11512,58.96
56.8,56.68,56.91,56.43,8130,58.96
56.48,57.34,57.38,56.46,14460,58.96
57.07,57.48,57.51,56.98,15403,58.96
57.38,57.62,57.8,57.34,13086,58.96
57.55,57.22,57.8,57.22,10691,58.96
57.61,56.87,57.64,56.8,9678,58.96
56.95,57.13,57.23,56.8,7456,58.96
57.07,57.19,57.31,57.03,3689,58.96
57.19,57.28,57.35,57.13,2272,58.96
57.23,57.1,57.35,57.05,2621,58.96
57.13,56.71,57.22,56.71,4303,58.96
56.92,56.47,56.95,56.46,5747,58.96
56.54,56.53,56.7,56.44,5073,58.96
56.55,56.67,56.73,56.51,3350,58.96
56.68,56.81,56.86,56.51,3961,58.96
56.64,57.04,57.08,56.63,4197,58.96
56.97,56.85,57.06,56.83,2699,58.96
56.87,56.99,57.03,56.83,2025,58.96
