Open,Close,High,Low,Volume,Previous_Close
53.94,53.51,53.98,53.46,9359,53.48
53.52,53.48,53.6,53.44,6235,53.48
53.49,53.34,53.56,53.26,6414,53.48
53.42,53.44,53.49,53.26,5446,53.48
53.46,53.42,53.58,53.28,6004,53.48
53.49,53.42,53.52,53.34,3734,53.48
53.38,53.42,53.44,53.32,5407,53.48
53.38,53.45,53.56,53.32,7223,53.48
53.46,53.57,53.6,53.42,5707,53.48
53.59,53.68,53.72,53.52,6782,53.48
53.67,53.64,53.72,53.62,4878,53.48
53.65,53.69,53.69,53.6,4094,53.48
53.65,54.01,54.03,53.65,9074,53.48
53.91,54.09,54.15,53.91,10193,53.48
54.09,53.95,54.15,53.92,7890,53.48
54.09,53.82,54.09,53.76,5691,53.48
53.87,53.7,53.91,53.69,5851,53.48
53.77,53.59,53.79,53.54,6640,53.48
53.64,53.65,53.71,53.51,5690,53.48
53.61,53.71,53.72,53.61,3977,53.48
53.67,53.84,53.9,53.64,3610,53.48
53.81,53.78,53.9,53.74,3657,53.48
53.8,53.82,53.83,53.72,2016,53.48
53.75,53.78,53.85,53.73,2135,53.48
53.75,53.88,53.89,53.73,2201,53.48
53.8,54.06,54.09,53.79,4426,53.48
53.95,54.0,54.09,53.94,5764,53.48
54.06,53.92,54.06,53.87,2265,53.48
53.91,53.98,54.01,53.9,1746,53.48
53.98,54.06,54.06,53.95,2335,53.48
54.0,54.0,54.08,53.97,1891,53.48
54.02,53.97,54.03,53.94,1095,53.48
53.96,53.94,53.98,53.85,2408,53.48
53.86,53.91,53.95,53.86,1579,53.48
53.92,53.84,53.94,53.83,1251,53.48
53.87,53.88,53.91,53.83,1358,53.48
53.89,53.85,53.94,53.81,1482,53.48
53.88,53.78,53.89,53.78,3443,53.48
53.8,53.89,53.95,53.78,2449,53.48
53.93,53.87,53.95,53.82,2008,53.48
53.88,53.82,53.9,53.8,1758,53.48
53.83,53.73,53.85,53.69,2073,53.48
53.72,53.68,53.75,53.66,1836,53.48
53.73,53.7,53.75,53.66,1668,53.48
53.75,53.65,53.75,53.62,2749,53.48
53.65,53.64,53.67,53.59,2307,53.48
53.62,53.65,53.66,53.59,2188,53.48
53.62,53.69,53.72,53.62,1331,53.48
53.66,53.74,53.74,53.65,1635,53.48
53.66,53.79,53.82,53.66,2968,53.48
53.77,53.81,53.82,53.75,2679,53.48
53.82,53.77,53.82,53.76,2034,53.48
53.79,53.76,53.8,53.75,2079,53.48
53.78,53.74,53.78,53.68,2172,53.48
53.73,53.73,53.76,53.7,926,53.48
53.71,53.74,53.75,53.7,1161,53.48
53.73,53.72,53.76,53.71,1057,53.48
53.72,53.75,53.76,53.7,750,53.48
53.73,53.76,53.79,53.73,972,53.48
53.75,53.76,53.79,53.74,893,53.48
53.76,53.72,53.78,53.68,1572,53.48
53.78,53.72,53.78,53.69,695,53.48
53.73,53.72,53.75,53.69,921,53.48
53.71,53.76,53.78,53.7,724,53.48
53.76,53.74,53.78,53.74,588,53.48
53.76,53.88,53.88,53.74,2143,53.48
53.86,53.83,53.88,53.8,1464,53.48
53.83,53.87,53.87,53.8,635,53.48
53.81,53.91,53.93,53.81,1465,53.48
53.92,53.93,53.94,53.86,1137,53.48
53.9,53.92,53.96,53.9,1129,53.48
53.95,53.91,53.95,53.87,1570,53.48
53.9,53.89,53.92,53.87,990,53.48
53.9,53.9,53.92,53.87,1047,53.48
53.9,53.86,53.94,53.86,1455,53.48
53.91,53.76,53.92,53.76,1162,53.48
53.82,53.84,53.84,53.75,1388,53.48
53.78,53.83,53.84,53.77,939,53.48
53.83,53.86,53.86,53.81,407,53.48
53.85,53.79,53.86,53.77,795,53.48
53.8,53.82,53.84,53.78,497,53.48
53.83,53.76,53.84,53.76,610,53.48
53.79,53.84,53.84,53.76,795,53.48
53.82,53.8,53.84,53.78,537,53.48
53.78,53.75,53.81,53.74,450,53.48
53.79,53.73,53.79,53.71,1074,53.48
53.71,53.73,53.79,53.71,1028,53.48
53.74,53.7,53.77,53.67,1234,53.48
53.72,53.7,53.76,53.65,2356,53.48
53.7,53.81,53.9,53.66,2396,53.48
53.73,54.02,54.04,53.73,3823,53.48
53.92,54.03,54.08,53.92,3996,53.48
54.05,53.98,54.07,53.92,1846,53.48
53.98,54.16,54.27,53.92,7143,53.48
54.25,54.08,54.27,54.05,3601,53.48
54.14,54.16,54.2,54.05,2870,53.48
54.16,54.22,54.24,54.1,3034,53.48
54.15,54.35,54.38,54.14,4504,53.48
54.31,54.44,54.52,54.29,6380,53.48
54.49,54.43,54.5,54.36,2539,53.48
54.47,54.62,54.66,54.38,5035,53.48
54.55,54.6,54.66,54.53,5325,53.48
54.62,54.63,54.67,54.58,3073,53.48
54.63,54.47,54.65,54.43,4753,53.48
54.53,54.52,54.58,54.43,3845,53.48
54.5,54.57,54.62,54.48,2664,53.48
54.55,54.62,54.62,54.54,2066,53.48
54.58,54.64,54.69,54.58,4537,53.48
54.64,54.59,54.69,54.58,6123,53.48
54.62,54.53,54.62,54.53,3378,53.48
54.57,54.5,54.58,54.48,2016,53.48
54.53,54.42,54.58,54.34,3318,53.48
54.37,54.4,54.46,54.36,2032,53.48
54.44,54.35,54.45,54.3,1783,53.48
54.34,54.46,54.47,54.29,2906,53.48
54.45,54.6,54.61,54.4,2865,53.48
54.54,54.58,54.65,54.53,3565,53.48
54.64,54.54,54.65,54.51,1778,53.48
54.54,54.6,54.62,54.53,1724,53.48
54.59,54.57,54.62,54.54,1677,53.48
54.58,54.5,54.58,54.49,2431,53.48
54.52,54.53,54.58,54.48,3472,53.48
54.55,54.61,54.64,54.51,3637,53.48
54.63,54.58,54.64,54.55,2078,53.48
54.56,54.63,54.66,54.55,2861,53.48
54.59,54.78,54.78,54.59,6085,53.48
54.75,54.85,54.89,54.73,7199,53.48
54.84,54.91,54.99,54.83,8946,53.48
54.99,54.79,54.99,54.71,9698,53.48
54.75,54.7,54.81,54.7,6716,53.48
