Open,Close,High,Low,Volume,MA5_Close,MA9_Close,MA21_Close,MA30_Close,Close_Prev_Close_Percentage,Open_Prev_Close_Percentage,High_Prev_Close_Percentage,Low_Prev_Close_Percentage,MA5_Close_Prev_Close_Percentage,MA9_Close_Prev_Close_Percentage,MA21_Close_Prev_Close_Percentage,Close_Open_Prev_Close_Percentage,High_Low_Prev_Close_Percentage,Close_Trend_5,Close_Trend_10,Close_Trend_15,Close_Trend_30,Time_Section_Index,Day,rsi_24,rsi_12,tsi,stoch,stoch_sig,roc,ao,aroon_indicator,trix,vortex_diff,psar_up,psar_down,MACD_12_26,MACDsign_12_26,MACDdiff_12_26,bb_bbm_20,bb_bbh_20,bb_bbl_20,bb_bbw_20,bb_bbp_20,accDistIndexIndicator,forceIndexIndicator,mfi
128.04,128.96,129.53,126.8,19273,0.0,0.0,0.0,0.0,-0.03,-0.74,0.41,-1.71,0.0,0.0,0.0,0.71,2.12,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.224934065934175,0.0,0.0
128.76,129.87,130.72,128.12,17361,0.0,0.0,0.0,0.0,0.67,-0.19,1.33,-0.68,0.0,0.0,0.0,0.86,2.02,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4549999999999841,0.4549999999999841,-1.3649999999999523,1.4063284781516332,0.75,17.23451098901115,0.0,0.0
129.95,128.65,130.72,128.38,14409,0.0,0.0,0.0,0.0,-0.27,0.74,1.33,-0.48,0.0,0.0,0.0,-1.01,1.81,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.53,0.0,0.0,0.0,0.5099999999999909,1.545503098337548,-0.5255030983375661,1.6034423944527052,0.25374289037919456,6.1506648351651165,0.0,0.0
129.08,129.97,130.11,128.09,14326,0.0,0.0,0.0,0.0,0.75,0.06,0.86,-0.71,0.0,0.0,0.0,0.69,1.57,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.38,0.0,0.0,0.0,0.0,-0.6074999999999875,0.5310407326925031,-1.746040732692478,1.7602330392385588,0.7667888739313412,18.490882656947097,0.0,0.0
128.76,129.58,130.11,128.43,10850,129.41,0.0,0.0,0.0,0.45,-0.19,0.86,-0.44,0.32,0.0,0.0,0.64,1.3,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.38,0.0,0.0,0.0,0.0,-0.1740000000000066,0.8591001887522793,-1.2071001887522925,1.5966805074761385,0.5842125487413534,22.495049323613777,0.0,0.0
129.05,128.87,129.74,128.26,6199,129.39,0.0,0.0,0.0,-0.1,0.04,0.57,-0.57,0.3,0.0,0.0,-0.14,1.15,-0.07,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.11,0.0,0.0,0.0,0.44666666666668675,1.4708845254361052,-0.5775511921027316,1.584046179305712,0.2819474329400243,21.406035810100313,0.0,0.0
128.99,128.71,129.09,128.21,4607,129.16,0.0,0.0,0.0,-0.22,-0.01,0.07,-0.61,0.12,0.0,0.0,-0.22,0.68,-0.9,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.11,0.0,0.0,0.0,0.5199999999999818,1.558955519465826,-0.5189555194658624,1.6079169224883454,0.2497486705362862,22.034263082827614,0.0,0.0
128.33,129.43,130.06,128.21,10434,129.31,0.0,0.0,0.0,0.33,-0.52,0.82,-0.61,0.24,0.0,0.0,0.85,1.43,0.6,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.21,0.0,0.0,0.0,0.0,-0.17500000000001137,0.8058159868191126,-1.1558159868191353,1.5176449449833647,0.5892114333125587,25.361863082827647,0.0,0.0
129.99,129.64,130.17,129.08,9498,129.25,129.3,0.0,0.0,0.5,0.77,0.91,0.06,0.19,0.23,0.0,-0.27,0.84,-0.26,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.21,0.0,0.0,0.0,0.0,-0.34222222222220466,0.6136381942625633,-1.2980826387069726,1.4785411364572583,0.6790126551535353,25.623275926864114,0.0,0.0
129.79,130.21,130.26,129.21,8721,129.37,129.44,0.0,0.0,0.94,0.61,0.98,0.16,0.29,0.34,0.0,0.33,0.81,0.49,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.21,0.0,0.0,0.0,0.0,-0.820999999999998,0.238186480276255,-1.880186480276251,1.6372125610001669,0.887561593396598,33.51370449829295,0.0,0.0
