index,Start_DateTime,End_DateTime,Start_Timestamp,End_Timestamp,Open,Close,High,Low,Volume
0,2020-01-02 09:30:00-05:00,2020-01-02 09:30:00-05:00,1577975400000000000,1577975400000000000,424.5,427.0,427.5,424.39,334979
1,2020-01-02 09:31:00-05:00,2020-01-02 09:31:00-05:00,1577975460000000000,1577975460000000000,427.245,426.7,427.6753,425.35,121062
2,2020-01-02 09:32:00-05:00,2020-01-02 09:32:00-05:00,1577975520000000000,1577975520000000000,426.6729,426.2256,426.6729,425.59,89229
3,2020-01-02 09:33:00-05:00,2020-01-02 09:33:00-05:00,1577975580000000000,1577975580000000000,426.1523,427.76,428.0,426.0,112727
4,2020-01-02 09:34:00-05:00,2020-01-02 09:34:00-05:00,1577975640000000000,1577975640000000000,427.9086,426.0926,428.0,425.71,101787
5,2020-01-02 09:35:00-05:00,2020-01-02 09:35:00-05:00,1577975700000000000,1577975700000000000,426.04,427.06,427.32,425.81,47240
6,2020-01-02 09:36:00-05:00,2020-01-02 09:36:00-05:00,1577975760000000000,1577975760000000000,426.9531,426.6411,426.9531,426.0,39803
7,2020-01-02 09:37:00-05:00,2020-01-02 09:37:00-05:00,1577975820000000000,1577975820000000000,426.5678,426.611,427.4306,426.2605,61384
8,2020-01-02 09:38:00-05:00,2020-01-02 09:38:00-05:00,1577975880000000000,1577975880000000000,426.665,427.17,427.33,426.52,43964
9,2020-01-02 09:39:00-05:00,2020-01-02 09:39:00-05:00,1577975940000000000,1577975940000000000,427.4075,426.26,427.68,426.26,47590
10,2020-01-02 09:40:00-05:00,2020-01-02 09:40:00-05:00,1577976000000000000,1577976000000000000,426.51,423.491,426.69,423.1,135263
11,2020-01-02 09:41:00-05:00,2020-01-02 09:41:00-05:00,1577976060000000000,1577976060000000000,423.7656,423.69,424.47,423.5145,58452
12,2020-01-02 09:42:00-05:00,2020-01-02 09:42:00-05:00,1577976120000000000,1577976120000000000,423.55,423.92,424.1,423.42,52035
13,2020-01-02 09:43:00-05:00,2020-01-02 09:43:00-05:00,1577976180000000000,1577976180000000000,423.99,424.53,424.623,423.7,42809
14,2020-01-02 09:44:00-05:00,2020-01-02 09:44:00-05:00,1577976240000000000,1577976240000000000,424.54,424.1236,424.65,423.87,27397
15,2020-01-02 09:45:00-05:00,2020-01-02 09:45:00-05:00,1577976300000000000,1577976300000000000,424.19,425.2,425.25,424.16,42230
16,2020-01-02 09:46:00-05:00,2020-01-02 09:46:00-05:00,1577976360000000000,1577976360000000000,425.21,424.26,425.21,424.1,27665
17,2020-01-02 09:47:00-05:00,2020-01-02 09:47:00-05:00,1577976420000000000,1577976420000000000,424.205,424.7275,424.7275,424.0,36089
18,2020-01-02 09:48:00-05:00,2020-01-02 09:48:00-05:00,1577976480000000000,1577976480000000000,424.8,423.86,424.8,423.8,25796
19,2020-01-02 09:49:00-05:00,2020-01-02 09:49:00-05:00,1577976540000000000,1577976540000000000,423.84,422.98,423.93,422.33,73349
20,2020-01-02 09:50:00-05:00,2020-01-02 09:50:00-05:00,1577976600000000000,1577976600000000000,422.935,421.96,423.5431,421.8,56365
21,2020-01-02 09:51:00-05:00,2020-01-02 09:51:00-05:00,1577976660000000000,1577976660000000000,421.86,423.015,423.3599,421.71,28598
22,2020-01-02 09:52:00-05:00,2020-01-02 09:52:00-05:00,1577976720000000000,1577976720000000000,423.04,422.595,423.22,422.335,31498
23,2020-01-02 09:53:00-05:00,2020-01-02 09:53:00-05:00,1577976780000000000,1577976780000000000,422.48,422.9156,423.22,422.35,35219
24,2020-01-02 09:54:00-05:00,2020-01-02 09:54:00-05:00,1577976840000000000,1577976840000000000,423.0125,422.92,423.28,422.5,43133
25,2020-01-02 09:55:00-05:00,2020-01-02 09:55:00-05:00,1577976900000000000,1577976900000000000,422.98,422.84,422.98,422.25,41230
26,2020-01-02 09:56:00-05:00,2020-01-02 09:56:00-05:00,1577976960000000000,1577976960000000000,422.865,422.22,423.3,421.88,51113
27,2020-01-02 09:57:00-05:00,2020-01-02 09:57:00-05:00,1577977020000000000,1577977020000000000,422.324,422.754,422.96,422.095,22728
28,2020-01-02 09:58:00-05:00,2020-01-02 09:58:00-05:00,1577977080000000000,1577977080000000000,422.7575,422.83,423.0,422.33,14657
29,2020-01-02 09:59:00-05:00,2020-01-02 09:59:00-05:00,1577977140000000000,1577977140000000000,422.75,424.5,424.6453,422.75,80220
30,2020-01-02 10:00:00-05:00,2020-01-02 10:00:00-05:00,1577977200000000000,1577977200000000000,424.5,424.88,424.88,424.1,26211
31,2020-01-02 10:01:00-05:00,2020-01-02 10:01:00-05:00,1577977260000000000,1577977260000000000,424.7883,424.97,425.0,424.6016,53673
32,2020-01-02 10:02:00-05:00,2020-01-02 10:02:00-05:00,1577977320000000000,1577977320000000000,424.96,424.656,425.0,424.12,41000
33,2020-01-02 10:03:00-05:00,2020-01-02 10:03:00-05:00,1577977380000000000,1577977380000000000,424.53,425.8068,425.8782,424.53,95843
