index,Start_DateTime,End_DateTime,Start_Timestamp,End_Timestamp,Open,Close,High,Low,Volume
0,2020-02-21 09:30:00-05:00,2020-02-21 09:31:00-05:00,1582295400000000000,1582295460000000000,318.62,320.07,320.12,318.35,1440127.0
1,2020-02-21 09:32:00-05:00,2020-02-21 09:33:00-05:00,1582295520000000000,1582295580000000000,320.04,320.04,320.45,319.78,268597.0
2,2020-02-21 09:34:00-05:00,2020-02-21 09:35:00-05:00,1582295640000000000,1582295700000000000,320.0,318.63,320.0,318.5226,249478.0
3,2020-02-21 09:36:00-05:00,2020-02-21 09:37:00-05:00,1582295760000000000,1582295820000000000,318.62,318.18,319.1053,317.86,347503.0
4,2020-02-21 09:38:00-05:00,2020-02-21 09:39:00-05:00,1582295880000000000,1582295940000000000,318.13,317.76,318.56,317.55,223904.0
5,2020-02-21 09:40:00-05:00,2020-02-21 09:41:00-05:00,1582296000000000000,1582296060000000000,317.73,317.719,318.19,317.6,220787.0
6,2020-02-21 09:42:00-05:00,2020-02-21 09:43:00-05:00,1582296120000000000,1582296180000000000,317.7,317.63,317.89,317.3,205442.0
7,2020-02-21 09:44:00-05:00,2020-02-21 09:45:00-05:00,1582296240000000000,1582296300000000000,317.61,317.43,318.18,317.27,349559.0
8,2020-02-21 09:46:00-05:00,2020-02-21 09:47:00-05:00,1582296360000000000,1582296420000000000,317.32,316.9517,318.14,316.85,329489.0
9,2020-02-21 09:48:00-05:00,2020-02-21 09:49:00-05:00,1582296480000000000,1582296540000000000,316.91,316.41,317.35,316.3,268402.0
10,2020-02-21 09:50:00-05:00,2020-02-21 09:51:00-05:00,1582296600000000000,1582296660000000000,316.4,316.858,317.28,316.35,270337.0
11,2020-02-21 09:52:00-05:00,2020-02-21 09:53:00-05:00,1582296720000000000,1582296780000000000,316.84,317.145,317.17,316.51,168477.0
12,2020-02-21 09:54:00-05:00,2020-02-21 09:55:00-05:00,1582296840000000000,1582296900000000000,317.1101,317.38,317.65,317.018,241285.0
13,2020-02-21 09:56:00-05:00,2020-02-21 09:57:00-05:00,1582296960000000000,1582297020000000000,317.4173,317.86,317.92,317.14,221915.0
14,2020-02-21 09:58:00-05:00,2020-02-21 09:59:00-05:00,1582297080000000000,1582297140000000000,317.87,317.27,317.94,317.03,248772.0
15,2020-02-21 10:00:00-05:00,2020-02-21 10:01:00-05:00,1582297200000000000,1582297260000000000,317.28,317.2455,317.78,317.23,190387.0
16,2020-02-21 10:02:00-05:00,2020-02-21 10:03:00-05:00,1582297320000000000,1582297380000000000,317.23,317.15,317.3,316.89,133130.0
17,2020-02-21 10:04:00-05:00,2020-02-21 10:05:00-05:00,1582297440000000000,1582297500000000000,317.12,316.99,317.2707,316.89,141631.0
18,2020-02-21 10:06:00-05:00,2020-02-21 10:07:00-05:00,1582297560000000000,1582297620000000000,316.98,317.1201,317.45,316.98,143653.0
19,2020-02-21 10:08:00-05:00,2020-02-21 10:09:00-05:00,1582297680000000000,1582297740000000000,317.12,317.385,317.57,316.83,169882.0
20,2020-02-21 10:10:00-05:00,2020-02-21 10:11:00-05:00,1582297800000000000,1582297860000000000,317.3882,317.12,317.59,316.86,163375.0
21,2020-02-21 10:12:00-05:00,2020-02-21 10:13:00-05:00,1582297920000000000,1582297980000000000,317.08,316.615,317.105,316.56,144157.0
22,2020-02-21 10:14:00-05:00,2020-02-21 10:15:00-05:00,1582298040000000000,1582298100000000000,316.57,317.01,317.19,316.43,172882.0
23,2020-02-21 10:16:00-05:00,2020-02-21 10:17:00-05:00,1582298160000000000,1582298220000000000,317.02,316.62,317.38,316.47,137224.0
24,2020-02-21 10:18:00-05:00,2020-02-21 10:19:00-05:00,1582298280000000000,1582298340000000000,316.6,316.99,317.07,316.55,133239.0
25,2020-02-21 10:20:00-05:00,2020-02-21 10:21:00-05:00,1582298400000000000,1582298460000000000,317.0,317.56,317.69,316.88,187062.0
26,2020-02-21 10:22:00-05:00,2020-02-21 10:23:00-05:00,1582298520000000000,1582298580000000000,317.57,317.5712,317.72,317.257,159249.0
27,2020-02-21 10:24:00-05:00,2020-02-21 10:25:00-05:00,1582298640000000000,1582298700000000000,317.5902,317.53,317.74,317.45,99583.0
28,2020-02-21 10:26:00-05:00,2020-02-21 10:27:00-05:00,1582298760000000000,1582298820000000000,317.57,317.5602,317.652,317.36,94179.0
29,2020-02-21 10:28:00-05:00,2020-02-21 10:29:00-05:00,1582298880000000000,1582298940000000000,317.5777,317.4928,317.68,317.42,81461.0
30,2020-02-21 10:30:00-05:00,2020-02-21 10:31:00-05:00,1582299000000000000,1582299060000000000,317.5,317.429,317.68,317.29,160349.0
31,2020-02-21 10:32:00-05:00,2020-02-21 10:33:00-05:00,1582299120000000000,1582299180000000000,317.37,317.0603,317.53,317.03,89866.0
32,2020-02-21 10:34:00-05:00,2020-02-21 10:35:00-05:00,1582299240000000000,1582299300000000000,317.085,317.1,317.229,316.89,99314.0
