index,Open,Close,High,Low,Volume,Previous_Close,Volume_weighted_avg_price,Number_of_transactions
0,700.0,698.95,700.0,700.0,2057,682.6,699.9839256198348,90
1,700.12,698.95,700.12,699.79,718,682.6,699.9598676880223,27
2,699.92,698.99,699.97,699.71,1083,682.6,699.8412913204064,39
3,699.97,699.12,699.97,699.97,164,682.6,699.9476829268292,4
4,699.12,700.08,699.12,699.12,210,682.6,699.12,1
5,700.08,698.95,700.08,699.97,1681,682.6,700.0470672218914,49
6,699.695,699.12,699.695,699.695,497,682.6,699.7197496981892,32
7,699.93,699.12,700.205,699.5305,2291,682.6,699.8263694893062,77
8,700.1942,699.48,700.1942,699.53,257133,682.6,699.8576159077217,346
9,699.48,700.28,700.0,699.0,7745,682.6,699.5402681084574,252
10,699.56,700.28,700.0,699.56,871,682.6,699.713476923077,23
11,699.765,699.53,699.765,699.765,213,682.6,699.7457840375587,4
12,699.49,700.28,700.0,699.31,6791,682.6,699.5963333382424,289
13,699.75,699.12,699.75,699.75,175,682.6,699.7800000000001,7
14,699.68,699.1201,699.89,699.68,940,682.6,699.7602892553192,33
15,699.725,699.12,699.9,699.53,969,682.6,699.7935226006191,35
16,699.64,699.12,699.64,699.62,458,682.6,699.6947947598254,17
17,699.61,699.9999,699.61,699.61,102,682.6,699.6003921568628,2
18,699.85,699.25,699.92,699.48,2526,682.6,699.6727032066511,55
19,699.25,700.19,699.5086,698.8,3486,682.6,699.1257346528971,185
20,699.0,699.86,699.0,698.46,3290,682.6,698.7040388449843,160
21,698.83,699.86,698.83,698.83,110,682.6,698.8209090909091,2
22,698.77,699.86,698.83,698.77,200,682.6,698.8,2
23,698.625,699.86,698.625,698.625,100,682.6,698.625,1
24,698.625,699.86,698.625,698.625,210,682.6,698.7376190476191,4
25,699.005,699.86,699.005,699.005,200,682.6,698.9749999999999,7
26,699.005,699.86,699.005,699.005,100,682.6,699.005,1
27,699.005,699.86,699.005,699.005,200,682.6,699.005,2
28,699.005,699.86,699.005,699.005,300,682.6,699.005,3
29,698.935,699.86,698.935,698.935,100,682.6,698.935,1
30,699.86,698.94,699.86,699.86,126,682.6,699.8600000000001,6
31,699.11,699.37,699.11,699.11,164,682.6,699.0662195121952,5
32,699.22,698.63,699.46,699.12,1690,682.6,699.2847301183444,114
33,699.49,698.73,699.6145,698.83,3188,682.6,699.1981702321209,431
34,698.58,699.6,698.8025,698.49,1239,682.6,698.5830435835347,136
35,698.67,699.86,698.92,698.49,691,682.6,698.724990303908,49
36,698.5,699.86,698.5,698.5,104,682.6,698.5115384615384,5
37,698.45,699.86,698.61,698.45,636,682.6,698.4994339622641,17
38,698.37,699.86,698.37,698.37,166,682.6,698.3889759036144,8
39,699.86,698.49,699.86,699.86,247,682.6,699.86,8
40,698.29,699.86,698.29,698.29,201,682.6,698.4624378109452,4
41,699.86,698.8,699.86,699.86,144,682.6,699.86,4
42,698.56,699.86,698.56,698.56,100,682.6,698.56,1
43,698.44,699.86,698.44,698.44,100,682.6,698.44,1
44,698.68,699.86,698.74,698.49,966,682.6,698.6712422360249,13
45,699.86,698.68,699.86,699.86,718,682.6,699.8565877437323,12
46,698.3,699.86,698.3,698.3,101,682.6,698.3007920792079,2
47,698.25,699.86,698.25,698.25,146,682.6,698.2499999999999,2
48,698.5,698.1,698.65,698.11,5616,682.6,698.3862061253561,317
49,698.05,699.53,698.23,698.05,1296,682.6,698.1156304012338,60
50,698.2,699.56,698.7252,698.0,7427,682.6,698.1185836811633,250
51,697.865,699.51,698.16,697.86,2297,682.6,697.9287853722248,73
52,697.86,699.9999,698.2,697.86,920,682.6,697.9636956521739,22
53,698.21,699.86,698.24,698.16,477,682.6,698.1951392033544,10
54,699.86,698.05,699.86,699.86,630,682.6,699.8600000000001,25
55,698.05,699.86,698.05,698.05,500,682.6,698.05,1
56,698.81,697.95,698.81,698.81,102,682.6,698.7970588235294,2
57,697.92,699.499,697.93,697.57,5225,682.6,697.7197159808615,122
58,697.59,699.5033,697.845,697.5,2838,682.6,697.5734594432699,65
59,697.2,698.625,697.455,697.08,1406,682.6,697.1439342816501,7
60,697.6,698.7664,697.6,697.6,341,682.6,697.5190697947214,8
61,697.0,699.53,697.0,697.0,3454,682.6,696.9851168500292,115
62,699.86,696.55,699.86,699.86,599,682.6,699.86,3
63,696.55,699.86,696.55,696.22,814,682.6,696.4405773955774,54
64,696.9799,699.86,696.9799,696.9799,100,682.6,696.9799,1
65,699.86,696.22,699.86,699.86,443,682.6,699.86,6
66,699.86,696.33,699.86,699.86,1210,682.6,699.8600000000001,30
67,697.83,699.86,697.83,697.83,7278,682.6,697.83,5
68,699.86,696.49,699.86,699.86,286,682.6,699.8526573426573,12
69,696.49,699.51,696.49,696.49,154,682.6,696.5027246753248,2
70,696.36,699.86,696.36,696.36,304,682.6,696.3522368421052,11
71,696.3199,699.86,696.36,696.09,1691,682.6,696.1808518628031,24
72,696.21,697.0299,696.21,696.2,296,682.6,696.2288837837838,8
73,696.15,699.86,696.16,696.15,999,682.6,696.1519719719719,8
74,696.36,699.86,696.36,696.36,231,682.6,696.2122510822511,4
75,696.37,699.1,696.37,696.36,430,682.6,696.3662051162792,10
76,696.5,697.83,696.6,696.09,1048,682.6,696.2773314885497,23
77,696.3516,697.59,696.3516,696.3516,118,682.6,696.3516,1
78,696.095,699.86,696.2464,696.095,408,682.6,696.1871083333336,17
79,696.09,695.8,696.09,695.94,2173,682.6,696.0133547630002,129
80,696.2957,695.59,696.2957,696.2957,275,682.6,696.4132698181818,53
81,695.59,696.6299,695.59,695.59,202,682.6,695.6398217821782,10
82,695.59,696.4427,695.63,695.5,1012,682.6,695.6320948616601,41
83,695.7073,696.4286,695.7073,695.7073,181,682.6,695.7642447513813,6
84,696.6246,695.5,696.6246,696.6246,264,682.6,696.6203602272727,4
85,695.89,697.7925,695.89,695.84,1628,682.6,695.8486255528254,37
86,695.5,699.86,695.5,695.5,457,682.6,695.728884026254,149
87,695.705,699.86,695.88,695.705,204,682.6,695.7942156862746,3
88,695.5,699.53,696.2,695.5,3594,682.6,695.905599888703,62
