index,Open,Close,High,Low,Volume,Previous_Close,Volume_weighted_avg_price,Number_of_transactions
0,674.99,674.04,675.0,674.75,1659,656.56,674.9086317058467,63
1,675.21,674.0,675.2,674.74,2515,656.56,674.974059642147,109
2,675.2,674.11,675.49,675.114,9683,656.56,675.2179463182898,367
3,675.21,675.3,675.21,675.02,338412,656.56,675.2094366748222,68
4,675.31,674.5,675.5,675.0,5656,656.56,675.350822135786,212
5,675.49,674.5,675.5,675.49,559,656.56,675.4711091234348,16
6,675.49,674.5,675.49,675.49,213,656.56,675.4871830985916,7
7,675.5,674.5,675.5,675.5,491,656.56,675.4909368635439,25
8,675.51,674.5,675.51,675.51,232,656.56,675.3377586206896,7
9,675.31,674.5,675.31,675.31,219,656.56,675.2659360730593,5
10,675.305,674.5,675.305,675.305,1500,656.56,675.305,1
11,675.305,674.5,675.305,675.305,200,656.56,675.305,1
12,675.281,674.5,675.281,675.281,100,656.56,675.281,1
13,675.305,674.5,675.305,675.305,193,656.56,675.305,1
14,675.48,674.5,675.48,675.48,138,656.56,675.4298188405797,3
15,675.3233,674.5,675.3233,675.3233,100,656.56,675.3233,1
16,675.3,674.5,675.3,675.3,233,656.56,675.3262660944206,6
17,675.305,674.5,675.305,675.305,103,656.56,675.3008737864077,4
18,675.43,674.5,675.43,675.305,1596,656.56,675.2765319548872,80
19,675.12,674.75,675.46,675.12,1058,656.56,675.2840451795843,42
20,675.24,674.5,675.48,675.24,1725,656.56,675.3635362318839,37
21,675.24,674.74,675.36,675.15,7061,656.56,675.2594179294721,121
22,675.26,675.43,675.26,675.26,207,656.56,675.2435748792271,9
23,675.26,674.74,675.26,675.26,208,656.56,675.2658173076923,5
24,675.25,674.77,675.51,675.25,968,656.56,675.3437969008265,34
25,675.31,675.475,675.325,675.31,667,656.56,675.318216041979,12
26,675.325,674.5,675.46,675.325,1886,656.56,675.360027306469,45
27,675.21,674.77,675.48,675.21,1061,656.56,675.3612501413761,61
28,675.21,675.48,675.2475,675.21,1353,656.56,675.2324316334075,50
29,675.38,674.605,675.3831,675.21,2406,656.56,675.2894318370738,91
30,675.375,674.605,675.375,675.375,250,656.56,675.375,2
31,675.25,674.605,675.25,675.25,206,656.56,675.2535800970875,3
32,675.375,674.605,675.52,675.29,6094,656.56,675.4208537577949,110
33,675.33,674.535,675.47,675.33,560,656.56,675.4385714285715,3
34,675.47,674.0,675.52,675.21,6487,656.56,675.4139405734555,381
35,675.21,674.605,675.69,675.21,2043,656.56,675.5529971120898,90
36,675.325,674.535,675.325,675.295,551,656.56,675.2995733212341,5
37,675.51,674.605,675.51,675.51,101,656.56,675.5085148514852,2
38,675.67,674.605,675.67,675.67,150,656.56,675.6533333333332,2
39,675.5,674.0,675.5,675.11,1334,656.56,675.3270015742133,49
40,675.325,686.49,675.5224,675.21,2726,656.56,675.3567834189298,222
41,675.364,674.0,675.57,675.0,28227,656.56,675.2111534594532,581
42,675.295,674.0,675.33,675.1327,3841,656.56,675.2782818797189,24
43,675.33,674.74,675.33,675.33,159,656.56,675.3862578616352,5
44,675.09,675.4905,675.09,675.09,111,656.56,675.0989216216217,6
45,675.33,674.0,675.36,675.33,368,656.56,675.3450095108695,10
46,675.425,674.0,675.43,675.28,2495,656.56,675.3790301402825,179
47,675.33,674.0,675.41,675.01,4072,656.56,675.3044556974461,126
48,675.56,675.88,675.85,675.21,39448,656.56,675.6181483269122,572
49,675.89,675.0,676.1,675.665,8019,656.56,675.9925399675773,230
50,675.98,675.0,676.1,675.98,1579,656.56,676.0386630778972,43
51,675.74,676.43,676.27,675.735,8610,656.56,676.1561169570267,122
52,675.52,676.33,675.52,675.5,500,656.56,675.508,4
53,676.2267,675.4801,676.2267,676.02,689,656.56,676.1605467343977,23
54,676.27,675.23,676.4299,676.26,986,656.56,676.2928853955375,26
55,676.26,675.23,676.26,676.26,300,656.56,676.26,2
56,676.43,675.47,676.44,676.38,2213,656.56,676.4326479891548,23
57,676.48,675.23,676.5,676.3523,2829,656.56,676.4770821138211,37
58,676.5,675.23,676.5,676.43,1122,656.56,676.4780793226383,40
59,676.46,675.23,676.62,676.3,6095,656.56,676.5725660377358,48
60,676.34,675.23,676.4236,676.34,1040,656.56,676.4083048076922,14
61,676.55,675.23,676.64,676.37,2497,656.56,676.5231258710453,85
62,676.4825,675.23,676.4825,676.4825,251,656.56,676.4921912350597,5
63,676.5052,675.23,676.5052,676.0,3537,656.56,676.306644416172,36
64,676.322,675.23,676.43,675.896,5188,656.56,676.175652852737,104
65,676.24,675.5,676.24,675.9881,473,656.56,676.0913002114165,5
66,676.2826,675.5,676.2826,676.115,250,656.56,676.2155600000001,2
67,675.9528,676.29,676.156,675.9528,1121,656.56,676.1345617305976,8
68,676.31,675.51,676.3164,676.061,1410,656.56,676.1835985815602,6
69,676.31,675.51,676.32,676.31,444,656.56,676.2781306306308,32
70,676.42,675.51,676.42,676.42,292,656.56,676.3633904109588,16
71,676.57,675.51,676.57,676.57,587,656.56,676.4155962521294,48
72,676.24,675.5,676.24,676.24,101,656.56,676.239900990099,2
73,676.385,675.31,676.385,676.13,1258,656.56,676.319821144674,13
74,675.98,675.31,676.305,675.53,2494,656.56,675.9856762229349,35
75,675.8843,676.03,675.8843,675.53,501,656.56,675.7284131736527,11
76,675.7,675.31,675.7,675.7,364,656.56,675.8634082417582,8
77,675.8547,675.995,675.8547,675.8547,1135,656.56,675.845744493392,6
78,675.53,676.11,675.53,675.53,471,656.56,675.6543524416136,27
79,675.682,676.1499,675.682,675.682,102,656.56,675.6745098039215,3
80,675.6,675.99,675.8018,675.52,2510,656.56,675.6432268924302,124
81,676.0,675.3,676.04,676.0,830,656.56,675.9951686746989,16
82,676.32,675.3,676.33,676.32,306,656.56,676.3074875816992,39
83,676.3202,675.3,676.66,676.3202,1238,656.56,676.3821717285947,70
84,676.67,675.3,676.68,676.3202,1258,656.56,676.4498448330683,24
85,676.67,675.77,676.67,676.43,973,656.56,676.3655292908529,34
86,675.72,675.01,676.14,675.2,6554,656.56,675.6685987793712,144
87,675.01,675.8,675.53,674.6679,33647,656.56,675.0813062501852,791
88,675.98,674.82,675.98,675.98,162,656.56,675.9711111111111,2
89,674.53,674.12,675.045,674.25,4461,656.56,674.5305126877387,198
90,674.21,674.11,674.565,674.21,1422,656.56,674.4612376933896,11
91,674.11,675.48,674.1583,674.11,668,656.56,674.1759826347306,14
92,674.14,675.15,674.4553,674.0,3055,656.56,674.1711107037644,97
93,674.01,675.35,674.01,673.8,3883,656.56,673.9848770023171,114
94,673.9,675.25,674.0421,673.5,5505,656.56,673.6686851407806,168
95,673.8899,675.35,673.8899,673.43,3919,656.56,673.5016564684868,67
96,673.29,675.25,673.35,673.29,2433,656.56,673.3633324291003,102
97,673.6,675.25,673.6,673.6,165,656.56,673.6971060606061,2
98,673.5,675.26,673.67,673.47,1521,656.56,673.5043938198551,34
99,673.83,675.25,673.83,673.83,167,656.56,673.6693748502994,6
100,673.6145,675.25,673.6145,673.6145,1053,656.56,673.6146818613486,4
101,673.315,675.25,673.47,673.305,1564,656.56,673.4333216112533,25
102,673.5269,675.32,673.5269,673.5269,2579,656.56,673.5281355176423,7
103,673.52,675.32,673.52,673.52,140,656.56,673.5357142857143,2
104,673.52,675.32,673.52,673.52,129,656.56,673.5649488372094,3
105,673.59,675.32,673.59,673.46,881,656.56,673.5613868331442,26
106,673.65,675.32,673.65,673.3,1090,656.56,673.4166630275228,27
107,673.625,675.32,673.63,673.305,5009,656.56,673.4540993212216,87
