index,Open,Close,High,Low,Volume,Previous_Close,Volume_weighted_avg_price,Number_of_transactions
0,393.47,393.74,393.7,393.0223,246844,387.63,393.3237319801164,1019
1,393.75,393.31,393.9,393.74,2253,387.63,393.79119174434084,44
2,393.855,393.3435,393.855,393.79,426,387.63,393.82838028169016,20
3,393.855,393.3338,393.855,393.855,143,387.63,393.8512237762238,6
4,393.2148,393.874,393.6549,393.2148,1402,387.63,393.4974706134094,4
5,393.874,393.47,393.874,393.64,2243,387.63,393.74052608114135,71
6,393.43,393.05,393.83,393.17,18511,387.63,393.5097722813461,295
7,393.02,392.62,393.02,392.68,4933,387.63,392.9421165011149,172
8,392.5842,393.6303,392.89,392.5,5820,387.63,392.66924819587626,96
9,393.6303,393.0,393.6303,393.5218,1503,387.63,393.52898150365934,5
10,392.97,392.5,392.97,392.8193,1260,387.63,392.84407841269837,9
11,392.5117,392.95,392.5117,392.5117,1000,387.63,392.5117,1
12,392.755,392.91,392.755,392.755,210,387.63,392.6636857142857,4
13,392.9499,392.55,392.9499,392.6019,743,387.63,392.81238061911165,26
14,392.695,393.585,392.695,392.2,5084,387.63,392.47282240361903,132
15,393.585,392.48,393.585,393.585,114,387.63,393.585,1
16,392.02,392.4445,392.02,392.02,271,387.63,392.1022719557195,5
17,392.18,392.02,392.18,392.18,975,387.63,392.19258697435896,22
18,392.16,393.31,392.16,392.16,1045,387.63,392.1655779904307,3
19,392.165,393.31,392.165,392.165,544,387.63,392.1653308823529,5
20,392.0791,393.31,392.0791,392.0791,202,387.63,392.08115742574256,2
21,392.0,391.8,392.1,391.99,8165,387.63,392.0086239191673,134
22,391.8,392.2036,392.0,391.5,6824,387.63,391.63471305685835,163
23,391.75,392.2,391.95,391.39,19452,387.63,391.5553566985398,234
24,392.0,391.7059,392.01,392.0,1226,387.63,392.028134584013,19
25,391.566,391.31,391.82,391.33,4286,387.63,391.58545207652816,71
26,391.3,391.7283,391.6734,391.3,2393,387.63,391.43063142498954,36
27,391.5354,392.17,392.05,391.45,11929,387.63,391.65759849107206,143
28,392.07,391.5433,392.18,392.07,1253,387.63,392.1281242617718,20
29,391.5541,392.0,391.5541,391.5541,246,387.63,391.5690467479675,4
30,392.13,392.42,392.19,392.13,378,387.63,392.19490740740747,15
31,392.4504,391.7,392.7799,392.3675,1978,387.63,392.4523743174925,15
32,392.495,392.78,392.74,392.495,3391,387.63,392.5065688587437,7
33,392.78,393.19,393.13,392.4382,18225,387.63,392.801541240055,267
34,393.19,393.65,393.58,393.19,2503,387.63,393.3657779065123,38
35,393.5,394.05,394.0,393.44,20264,387.63,393.7929500394786,152
36,394.0,394.4499,394.2,394.0,1886,387.63,394.02747089077417,34
37,394.1703,394.4,394.3562,394.1294,4109,387.63,394.1924676076904,65
38,394.45,394.8,394.77,394.2637,13639,387.63,394.54833254637424,139
39,394.83,394.386,394.83,394.83,150,387.63,394.82,4
40,394.386,394.81,394.386,394.386,300,387.63,394.386,3
41,394.77,394.4149,394.9,394.49,6408,387.63,394.7717789794008,70
42,394.65,395.22,395.15,394.5917,16205,387.63,394.9672625177417,274
43,395.15,394.69,395.3945,395.05,8799,387.63,395.2092090351178,113
44,394.69,395.0983,395.055,394.69,510,387.63,394.911862745098,2
45,395.174,395.5,395.49,395.083,12028,387.63,395.26556386764224,97
46,395.5,395.05,395.6,395.1822,3789,387.63,395.4538000000002,81
47,395.4757,395.01,395.4757,395.4757,110,387.63,395.47149454545456,3
48,395.2159,395.1753,395.3452,395.2159,1403,387.63,395.26244846756947,6
49,395.1786,395.5899,395.3478,395.1786,657,387.63,395.2401412480974,8
50,395.5899,395.025,395.5899,395.44,358,387.63,395.51128491620113,6
51,395.3222,395.4399,395.3222,395.0101,690,387.63,395.2229292753624,8
52,395.4399,395.01,395.4399,395.4399,165,387.63,395.3552424242424,2
53,395.01,395.4399,395.2605,395.01,281,387.63,395.11118327402136,3
54,395.2389,395.024,395.2604,395.1,655,387.63,395.2367473282443,4
55,395.024,394.62,395.15,394.64,2538,387.63,394.9430589046493,34
56,394.91,395.0733,394.99,394.44,2098,387.63,394.8109663965682,18
57,394.39,394.2,394.43,394.38,1156,387.63,394.45429065743946,33
58,394.3999,394.11,394.93,394.2911,1752,387.63,394.5147681506849,39
59,394.11,394.8,394.415,394.03,601,387.63,394.18288685524124,7
60,394.41,394.0301,394.6369,394.41,527,387.63,394.49765616698295,6
61,394.4526,394.0,394.4526,394.1796,4206,387.63,394.3134321207798,33
62,394.41,394.7961,394.48,394.41,2580,387.63,394.4213643410853,39
63,394.25,394.7699,394.25,394.25,100,387.63,394.25,1
64,394.7699,394.3183,394.7699,394.5353,309,387.63,394.5901381877022,6
65,394.385,394.7699,394.385,394.385,185,387.63,394.3777,3
66,394.385,394.0,394.385,394.3433,1349,387.63,394.35590630096374,8
67,394.59,394.01,394.78,394.05,5372,387.63,394.4951260052123,86
68,394.2209,394.57,394.2209,393.71,6401,387.63,393.9803514450865,89
69,394.5799,393.79,394.5799,394.5799,2200,387.63,394.5799,1
70,393.79,394.57,393.79,393.79,100,387.63,393.79,1
71,394.48,394.16,394.48,394.31,407,387.63,394.43900589680595,6
72,394.5,394.0801,394.7,394.3388,2628,387.63,394.5495867579908,12
73,394.0801,394.709,394.0801,394.0801,2000,387.63,394.0801,1
74,394.385,394.2915,394.385,394.3372,653,387.63,394.34622970903524,5
75,394.2915,394.7099,394.57,394.1601,1135,387.63,394.36975744493384,15
76,394.4156,394.3,394.7099,394.4156,669,387.63,394.5413766816144,23
77,394.3,393.785,394.59,394.0,5892,387.63,394.31552082484734,58
78,393.8949,393.38,393.8949,393.48,2053,387.63,393.7557653677546,46
79,393.58,393.23,393.58,393.58,124,387.63,393.6242258064516,2
80,393.58,393.28,393.58,393.58,206,387.63,393.5901941747573,2
81,393.6864,393.25,393.9299,393.54,6792,387.63,393.6477191254415,111
82,393.25,393.75,393.25,393.25,200,387.63,393.25,1
83,393.75,393.2625,393.75,393.75,130,387.63,393.75,2
84,393.4631,393.6939,393.4631,393.4631,505,387.63,393.4502386138614,12
85,393.7099,393.13,393.7099,393.7099,1933,387.63,393.70612265907914,14
86,393.42,393.71,393.42,393.42,206,387.63,393.33412621359224,2
87,393.42,393.14,393.42,393.42,120,387.63,393.46833333333336,2
88,393.35,393.1901,393.35,393.35,316,387.63,393.417653164557,16
89,393.4155,393.6108,393.445,393.4155,202,387.63,393.4278722772277,3
90,393.6108,393.1301,393.6108,393.6108,576,387.63,393.5858246527778,4
91,393.4871,393.6999,393.4871,393.4871,223,387.63,393.4776237668161,5
92,393.19,393.61,393.445,393.19,201,387.63,393.3181343283582,3
93,393.1901,393.7,393.1901,393.1901,100,387.63,393.1901,1
94,393.7,393.3,393.7,393.7,100,387.63,393.7,1
95,393.19,393.7,393.53,393.19,4081,387.63,393.4066514089684,43
96,393.7,394.12,393.842,393.59,2876,387.63,393.79522948539636,29
97,394.19,393.6701,394.19,393.76,2294,387.63,393.9603276373148,57
98,393.6701,394.245,394.01,393.6701,1080,387.63,393.92513722222213,23
99,394.01,394.65,394.5699,394.01,1722,387.63,394.24659239256664,32
100,394.2129,394.56,394.41,393.81,7429,387.63,394.10811675864846,137
101,394.3453,394.1371,394.3454,394.3,492,387.63,394.32564512195114,10
102,394.1371,394.66,394.43,394.065,1731,387.63,394.2722901790872,35
103,394.3937,393.99,394.41,394.3,1325,387.63,394.36699154716973,20
104,393.99,394.49,393.99,393.99,349,387.63,394.03487363896846,7
105,394.49,393.99,394.49,394.2802,400,387.63,394.33265,2
106,394.4428,394.27,394.4428,394.4428,528,387.63,394.42780738636355,6
107,394.12,394.67,394.62,394.02,4405,387.63,394.32722719636774,79
108,394.413,394.71,394.455,394.413,558,387.63,394.4520120071684,13
109,394.315,393.8,394.5059,393.99,6340,387.63,394.2470521608833,86
110,393.77,393.25,394.0,393.5951,3043,387.63,393.7371273743015,118
111,393.7229,393.25,393.7229,393.7229,245,387.63,393.70874571428567,3
112,393.9047,393.4554,393.9047,393.9047,261,387.63,393.82258620689663,3
113,393.4554,393.9099,393.4554,393.4554,517,387.63,393.65716634429396,10
114,393.6219,393.5,393.6219,393.6219,104,387.63,393.6319221153846,4
115,393.5122,393.43,393.5122,393.5122,101,387.63,393.5160396039604,2
116,393.43,393.8794,393.43,393.43,100,387.63,393.43,1
117,393.57,393.23,393.9199,393.4999,3217,387.63,393.57411196767174,26
118,393.3956,394.18,394.0,393.35,13890,387.63,393.66797969762405,150
119,394.19,393.35,394.24,393.9764,20511,387.63,394.1958106186926,40
120,393.9092,393.35,393.9092,393.9092,1358,387.63,394.07757533136964,44
121,393.35,393.8108,393.35,393.35,100,387.63,393.35,1
122,393.8108,393.22,393.8108,393.7,1242,387.63,393.716803542673,6
123,394.31,393.55,394.31,393.5944,1402,387.63,394.06638516405144,21
124,393.55,394.1336,393.55,393.55,200,387.63,393.55,1
125,393.9902,393.7,394.2,393.9902,459,387.63,394.0177638344227,8
126,393.79,393.2201,394.2,393.79,2456,387.63,394.0233019951141,51
127,394.12,393.688,394.12,394.12,735,387.63,394.07939455782315,20
128,393.688,394.31,393.688,393.688,100,387.63,393.688,1
129,394.31,393.688,394.31,394.31,100,387.63,394.31,1
130,393.688,394.32,393.688,393.688,105,387.63,393.70142857142855,2
131,393.9093,393.2301,393.9093,393.9093,300,387.63,393.9093,1
132,393.2301,394.3279,393.2301,393.2301,125,387.63,393.2301,1
133,394.4799,393.92,394.4799,394.4799,416,387.63,394.4302730769231,10
134,394.195,394.0,394.195,394.195,610,387.63,394.19831967213116,3
135,394.46,393.92,394.46,394.46,102,387.63,394.46019607843135,2
136,394.48,394.88,394.79,394.35,4086,387.63,394.52268573176696,52
137,394.99,394.455,394.99,394.99,622,387.63,394.98057909967844,9
138,394.455,394.9899,394.455,394.455,100,387.63,394.455,1
139,394.99,395.42,395.36,394.7,11524,387.63,394.99634968760836,96
140,395.42,394.67,395.42,395.25,210,387.63,395.3328428571428,4
141,394.67,394.525,394.67,394.67,550,387.63,394.673,2
142,394.6985,395.415,395.26,394.6985,1499,387.63,394.9935456971314,10
143,395.415,394.4207,395.43,395.31,400,387.63,395.39250000000004,3
144,394.4207,395.425,394.4207,394.4207,100,387.63,394.4207,1
145,395.425,394.604,395.425,395.425,110,387.63,395.3957909090909,2
146,395.04,395.4499,395.07,395.04,322,387.63,395.03521739130434,7
147,395.21,395.45,395.21,395.2,601,387.63,395.16652129783694,14
148,395.45,395.025,395.51,395.1171,1651,387.63,395.3526023622047,26
149,395.025,395.49,395.025,394.6578,2314,387.63,394.97733362143475,5
150,394.9287,395.4895,394.9287,394.9287,650,387.63,394.94555384615387,2
151,395.015,395.4895,395.015,395.015,116,387.63,394.9771077586207,4
152,395.2335,395.03,395.2335,395.2335,103,387.63,395.2409563106796,3
153,394.822,395.4365,395.2733,394.822,760,387.63,394.9303618421053,5
154,395.4365,394.7685,395.4365,395.4365,100,387.63,395.4365,1
