index,Open,Close,High,Low,Volume,Previous_Close,Volume_weighted_avg_price,Number_of_transactions
0,755.01,754.0203,755.0,755.0,446,781.18,755.006322869955,13
1,755.0,754.12,755.0,755.0,1136,781.18,754.9586795774649,39
2,754.12,755.0,754.12,754.08,205,781.18,754.1136585365854,3
3,755.0,755.9,755.0,754.79,83962,781.18,754.999321359663,15
4,755.9,755.1,755.9,755.9,150,781.18,755.6733333333333,2
5,755.34,754.33,755.34,754.7285,627,781.18,754.7748451355664,32
6,755.6927,754.904,755.6927,755.6927,100,781.18,755.6927,1
7,754.82,754.03,754.82,754.82,110,781.18,754.8202545454545,6
8,754.33,755.5,754.33,754.33,274,781.18,754.3274868613138,6
9,754.99,753.77,755.0,753.89,7304,781.18,754.1409661007664,293
10,753.51,755.0587,753.51,753.51,131,781.18,753.5701526717557,6
11,754.02,753.71,754.02,754.02,525,781.18,753.9678577142859,17
12,754.1,754.5,754.27,754.1,454,781.18,754.1604625550661,10
13,754.5,755.9065,754.94,754.5,1385,781.18,754.7244794223826,23
14,754.18,755.31,755.0,754.03,5910,781.18,754.3488534517768,146
15,755.21,754.02,755.21,754.46,967,781.18,754.9081489141674,13
16,754.46,754.04,754.46,754.46,143,781.18,754.6362237762237,8
17,754.45,755.91,754.72,754.3942,680,781.18,754.5773813235294,19
18,754.7243,755.91,754.7243,754.3104,3984,781.18,754.5295827560237,75
19,755.0,755.22,755.0,755.0,417,781.18,754.8147388489208,13
20,754.86,753.5,755.22,754.86,873,781.18,755.0106397479954,26
21,755.2,756.0,755.92,755.11,3305,781.18,755.7934372163387,37
22,756.0,755.22,756.0,755.57,1534,781.18,755.9595371577576,37
23,755.22,756.35,755.22,755.22,796,781.18,755.22,1
24,756.4,754.02,756.45,755.94,522,781.18,756.2708620689657,14
25,754.02,755.22,754.02,754.02,214,781.18,754.0199999999999,11
26,755.19,756.47,755.91,755.19,742,781.18,755.5552291105122,6
27,756.47,754.295,756.74,755.91,604,781.18,756.3100413907285,10
28,754.295,756.5,754.295,754.295,400,781.18,754.295,1
29,756.5,754.45,756.5,756.5,104,781.18,756.5011538461539,3
30,756.05,754.46,756.05,756.05,255,781.18,756.235470980392,6
31,754.45,756.04,754.45,754.45,380,781.18,754.4515526315791,9
32,756.53,754.49,756.53,756.53,122,781.18,756.5132786885246,3
33,754.47,756.09,754.47,754.47,703,781.18,754.4699431009957,4
34,754.99,756.5,754.99,754.99,100,781.18,754.99,1
35,756.5,754.45,756.5,756.5,100,781.18,756.5,1
36,755.0,755.91,755.0,755.0,150,781.18,754.8166666666666,2
37,755.91,754.46,755.91,755.91,200,781.18,755.91,1
38,756.54,754.45,756.54,756.54,177,781.18,756.348306779661,7
39,755.22,755.0,755.22,755.22,313,781.18,755.3490191693292,4
40,754.99,756.5,754.99,754.99,100,781.18,754.99,1
41,756.54,754.45,756.54,756.54,107,781.18,756.5157,4
42,756.21,754.47,756.21,756.21,1310,781.18,756.2106870229007,2
43,756.52,754.45,756.54,756.52,262,781.18,756.478436259542,6
44,756.385,754.46,756.385,756.385,326,781.18,756.381963190184,2
45,756.5,754.45,757.0,756.5,1827,781.18,756.6400875752597,30
46,757.41,756.21,757.41,757.41,163,781.18,757.3596319018404,5
47,756.17,754.03,756.17,756.17,151,781.18,756.2353311258278,3
48,757.46,756.455,757.82,757.21,1608,781.18,757.6483271144277,16
49,756.455,757.605,756.455,756.455,100,781.18,756.455,1
50,757.945,754.45,757.945,757.21,227,781.18,757.5806828193832,6
51,757.9,756.195,757.9,756.5498,516,781.18,757.2051968992248,9
52,756.195,757.21,756.195,756.195,745,781.18,756.195,1
53,757.21,755.87,757.75,757.21,346,781.18,757.4374421965318,5
54,755.87,757.38,755.87,755.87,101,781.18,755.870395049505,2
55,757.21,754.1748,757.49,757.21,236,781.18,757.3810593220339,6
56,757.625,755.0,757.7,757.25,1830,781.18,757.5610641530054,6
57,757.7068,755.0,757.7068,757.7068,141,781.18,757.7068,1
58,755.0,757.635,755.0,755.0,242,781.18,755.0,3
59,757.635,755.3722,757.635,757.635,100,781.18,757.635,1
60,756.5,754.5824,756.5,756.5,118,781.18,756.646193220339,3
61,757.965,756.22,757.965,757.25,656,781.18,757.5273417682927,14
62,756.22,757.32,756.22,756.22,1210,781.18,756.22,1
63,757.79,755.0,757.79,757.79,200,781.18,757.54,3
64,757.625,754.5128,757.625,757.625,108,781.18,757.6246296296297,2
65,757.54,754.4836,757.54,757.54,220,781.18,757.54,1
66,757.79,758.18,758.0,757.6375,2302,781.18,757.7985403996524,63
