index,Open,Close,High,Low,Volume,Previous_Close,Volume_weighted_avg_price,Number_of_transactions
0,661.0,661.7,661.67,660.3985,160718,663.14,660.8704506041641,1320
1,661.94,660.86,662.1964,661.94,10760,663.14,662.0138790520441,239
2,661.165,662.04,661.165,661.165,101,663.14,661.1619801980198,2
3,662.09,661.3599,662.09,662.09,287,663.14,662.0655916376306,18
4,661.7349,660.86,661.7349,661.685,656,663.14,661.8185975609756,32
5,661.747,660.86,661.747,661.5147,1017,663.14,661.6394215339233,17
6,660.86,661.69,660.86,660.86,176,663.14,660.86,1
7,661.83,661.015,661.83,661.83,482,663.14,661.8235248962657,25
8,661.525,661.1,661.69,661.39,3590,663.14,661.5433674373259,92
9,661.4128,661.77,661.545,661.39,1833,663.14,661.4891683578833,22
10,661.565,661.72,661.565,661.5261,414,663.14,661.5108210144929,7
11,661.5802,661.01,661.5802,661.1318,2644,663.14,661.398739183056,78
12,661.01,661.82,661.6027,661.01,3675,663.14,661.5293258231289,61
13,661.827,660.45,661.827,661.45,2392,663.14,661.6865928093647,15
14,661.7088,660.99,661.88,661.0,19822,663.14,661.5367163505197,479
15,661.0,660.31,661.03,660.5,5251,663.14,660.7327275376124,176
16,660.9046,660.99,660.96,660.3,9144,663.14,660.605422790901,216
17,660.98,661.73,661.5,660.92,3557,663.14,661.2665735732361,85
18,661.73,661.06,661.87,661.1308,11900,663.14,661.4879418067225,258
19,661.155,661.73,661.42,660.97,3726,663.14,661.1831432098766,121
20,661.67,661.02,661.7,661.2785,3128,663.14,661.5283963554986,75
21,661.0035,661.6953,661.66,660.602,8998,663.14,661.1524399533226,297
22,661.6953,660.74,662.08,661.3,3326,663.14,661.7136650631386,113
23,661.48,661.05,662.04,661.355,13866,663.14,661.7379502019328,308
24,661.49,661.897,661.52,661.48,850,663.14,661.5081685882354,20
25,661.4052,661.9799,661.4052,661.4052,1254,663.14,661.4395185805423,21
26,661.34,661.1801,661.7756,661.34,4411,663.14,661.5633267513032,130
